local_gov,tax_type,vendor_num,fy_year,fy_total
FULTON COUNTY GOVERNMENT,CST,290000057,2017,599748.17
FULTON COUNTY GOVERNMENT,CST,290000057,2018,616515.68
FULTON COUNTY GOVERNMENT,CST,290000057,2019,627909.13
FULTON COUNTY GOVERNMENT,CST,290000057,2020,606141.12
FULTON COUNTY GOVERNMENT,CST,290000057,2021,611715.22
FULTON COUNTY GOVERNMENT,CT,290000057,2006,179764.57
FULTON COUNTY GOVERNMENT,CT,290000057,2007,195453.88999999998
FULTON COUNTY GOVERNMENT,CT,290000057,2008,213314.81
FULTON COUNTY GOVERNMENT,CT,290000057,2009,209941.94
FULTON COUNTY GOVERNMENT,CT,290000057,2010,195848.2
FULTON COUNTY GOVERNMENT,CT,290000057,2011,201088.84999999998
FULTON COUNTY GOVERNMENT,CT,290000057,2012,213125.57
FULTON COUNTY GOVERNMENT,CT,290000057,2013,181727.04
FULTON COUNTY GOVERNMENT,CT,290000057,2014,776785.4
FULTON COUNTY GOVERNMENT,CT,290000057,2015,446808.58
FULTON COUNTY GOVERNMENT,CT,290000057,2016,362302.43
FULTON COUNTY GOVERNMENT,CT,290000057,2017,311464.62
FULTON COUNTY GOVERNMENT,CT,290000057,2018,332203.28
FULTON COUNTY GOVERNMENT,CT,290000057,2019,362138.91
FULTON COUNTY GOVERNMENT,CT,290000057,2020,302443.42
FULTON COUNTY GOVERNMENT,CT,290000057,2021,198002.88
FULTON COUNTY GOVERNMENT,CTPS,290000057,2006,898157.19
FULTON COUNTY GOVERNMENT,CTPS,290000057,2007,900389.9400000001
FULTON COUNTY GOVERNMENT,CTPS,290000057,2008,1001027.9
FULTON COUNTY GOVERNMENT,CTPS,290000057,2009,1008622
FULTON COUNTY GOVERNMENT,CTPS,290000057,2010,968313.13
FULTON COUNTY GOVERNMENT,CTPS,290000057,2011,1028471.7
FULTON COUNTY GOVERNMENT,CTPS,290000057,2012,1071413.67
FULTON COUNTY GOVERNMENT,CTPS,290000057,2013,1048828.01
FULTON COUNTY GOVERNMENT,CTPS,290000057,2014,1331605.77
FULTON COUNTY GOVERNMENT,CTPS,290000057,2015,1160885.63
FULTON COUNTY GOVERNMENT,CTPS,290000057,2016,1085947.83
FULTON COUNTY GOVERNMENT,CTPS,290000057,2017,1039897.31
FULTON COUNTY GOVERNMENT,CTPS,290000057,2018,1062591.68
FULTON COUNTY GOVERNMENT,CTPS,290000057,2019,1090331.05
FULTON COUNTY GOVERNMENT,CTPS,290000057,2020,1048145.47
FULTON COUNTY GOVERNMENT,CTPS,290000057,2021,1063497.85
FULTON COUNTY GOVERNMENT,CTSF,290000057,2015,1675486.27
FULTON COUNTY GOVERNMENT,CTSF,290000057,2016,2109483.04
FULTON COUNTY GOVERNMENT,CTSF,290000057,2017,2035638.32
FULTON COUNTY GOVERNMENT,CTSF,290000057,2018,2119742.27
FULTON COUNTY GOVERNMENT,CTSF,290000057,2019,2168113.69
FULTON COUNTY GOVERNMENT,CTSF,290000057,2020,2084779.2
FULTON COUNTY GOVERNMENT,CTSF,290000057,2021,2115862.32
FULTS,MT,390003234,2006,5251.110000000001
FULTS,MT,390003234,2007,7497.23
FULTS,MT,390003234,2008,11310.7
FULTS,MT,390003234,2009,6546.17
FULTS,MT,390003234,2010,6572
FULTS,MT,390003234,2011,3781.05
FULTS,MT,390003234,2012,2350.85
FULTS,MT,390003234,2013,2538.52
FULTS,MT,390003234,2014,1113.88
FULTS,MT,390003234,2015,638.62
FULTS,MT,390003234,2016,1619.28
FULTS,MT,390003234,2017,2218.11
FULTS,MT,390003234,2018,911.08
FULTS,MT,390003234,2019,410.48
FULTS,MT,390003234,2020,544.98
FULTS,MT,390003234,2021,555.97
GALATIA,MT,390003240,2006,68358.97
GALATIA,MT,390003240,2007,78863.17000000001
GALATIA,MT,390003240,2008,79637.63
GALATIA,MT,390003240,2009,81273.36
GALATIA,MT,390003240,2010,77334.95
GALATIA,MT,390003240,2011,80765.98999999999
GALATIA,MT,390003240,2012,92140.17
GALATIA,MT,390003240,2013,92779.2
GALATIA,MT,390003240,2014,86535.84
GALATIA,MT,390003240,2015,78603.34
GALATIA,MT,390003240,2016,62682.9
GALATIA,MT,390003240,2017,61475.02
GALATIA,MT,390003240,2018,71637.85
GALATIA,MT,390003240,2019,74455.16
GALATIA,MT,390003240,2020,70222.11
GALATIA,MT,390003240,2021,70000.76
GALENA,MT,390003250,2006,1069084.3900000001
GALENA,MT,390003250,2007,1087796.03
GALENA,MT,390003250,2008,1153672.36
GALENA,MT,390003250,2009,1120388.53
GALENA,MT,390003250,2010,1073650.26
GALENA,MT,390003250,2011,1100028.26
GALENA,MT,390003250,2012,1119077.8
GALENA,MT,390003250,2013,1110566.9
GALENA,MT,390003250,2014,1135273.48
GALENA,MT,390003250,2015,1196862.59
GALENA,MT,390003250,2016,1245600.05
GALENA,MT,390003250,2017,1297903.39
GALENA,MT,390003250,2018,1269825.94
GALENA,MT,390003250,2019,1303068.63
GALENA,MT,390003250,2020,1321367.41
GALENA,MT,390003250,2021,1320816.45
GALENA,NHMR,390003250,2006,362771.04
GALENA,NHMR,390003250,2007,369236.83999999997
GALENA,NHMR,390003250,2008,391030.83999999997
GALENA,NHMR,390003250,2009,662253.54
GALENA,NHMR,390003250,2010,731375.63
GALENA,NHMR,390003250,2011,755636.25
GALENA,NHMR,390003250,2012,765974.08
GALENA,NHMR,390003250,2013,752546.37
GALENA,NHMR,390003250,2014,756047.51
GALENA,NHMR,390003250,2015,798600.54
GALENA,NHMR,390003250,2016,830511.74
GALENA,NHMR,390003250,2017,855383.65
GALENA,NHMR,390003250,2018,841134.59
GALENA,NHMR,390003250,2019,872358.17
GALENA,NHMR,390003250,2020,868940.91
GALENA,NHMR,390003250,2021,843060.54
GALESBURG,HMR,390003260,2006,2979543.38
GALESBURG,HMR,390003260,2007,3087459.23
GALESBURG,HMR,390003260,2008,3329080.32
GALESBURG,HMR,390003260,2009,3443406.66
GALESBURG,HMR,390003260,2010,3420389.5
GALESBURG,HMR,390003260,2011,3531195.9299999997
GALESBURG,HMR,390003260,2012,3601459.98
GALESBURG,HMR,390003260,2013,3567710.15
GALESBURG,HMR,390003260,2014,3585189.92
GALESBURG,HMR,390003260,2015,3579014
GALESBURG,HMR,390003260,2016,3642792.21
GALESBURG,HMR,390003260,2017,3601446.87
GALESBURG,HMR,390003260,2018,3646214.81
GALESBURG,HMR,390003260,2019,3660270.94
GALESBURG,HMR,390003260,2020,3715048.03
GALESBURG,HMR,390003260,2021,3976395.19
GALESBURG,MT,390003260,2006,4480137.18
GALESBURG,MT,390003260,2007,4656882.99
GALESBURG,MT,390003260,2008,4989611.92
GALESBURG,MT,390003260,2009,5078246.17
GALESBURG,MT,390003260,2010,4977175.72
GALESBURG,MT,390003260,2011,5146743.970000001
GALESBURG,MT,390003260,2012,5237317.07
GALESBURG,MT,390003260,2013,5266888.6
GALESBURG,MT,390003260,2014,5297228.66
GALESBURG,MT,390003260,2015,5370304.6
GALESBURG,MT,390003260,2016,5468825.47
GALESBURG,MT,390003260,2017,5432543.33
GALESBURG,MT,390003260,2018,5654940.47
GALESBURG,MT,390003260,2019,5675700.76
GALESBURG,MT,390003260,2020,6050100.01
GALESBURG,MT,390003260,2021,6174693.33
GALESBURG,MTART,390003260,2006,6456.63
GALESBURG,MTART,390003260,2007,6435.320000000001
GALESBURG,MTART,390003260,2008,7847.55
GALESBURG,MTART,390003260,2009,7807.37
GALESBURG,MTART,390003260,2010,7921.320000000001
GALESBURG,MTART,390003260,2011,8723.48
GALESBURG,MTART,390003260,2012,10239.47
GALESBURG,MTART,390003260,2013,9832.56
GALESBURG,MTART,390003260,2014,12644.92
GALESBURG,MTART,390003260,2015,12664.41
GALESBURG,MTART,390003260,2016,12639.77
GALESBURG,MTART,390003260,2017,12809.54
GALESBURG,MTART,390003260,2018,13280.49
GALESBURG,MTART,390003260,2019,15772.09
GALESBURG,MTART,390003260,2020,15147.99
GALESBURG,MTART,390003260,2021,12104.8
GALLATIN COUNTY GOVERNMENT,CST,290000059,2006,42267.119999999995
GALLATIN COUNTY GOVERNMENT,CST,290000059,2007,42966.09
GALLATIN COUNTY GOVERNMENT,CST,290000059,2008,47276.619999999995
GALLATIN COUNTY GOVERNMENT,CST,290000059,2009,55057.53
GALLATIN COUNTY GOVERNMENT,CST,290000059,2010,48071.83
GALLATIN COUNTY GOVERNMENT,CST,290000059,2011,48063.18
GALLATIN COUNTY GOVERNMENT,CST,290000059,2012,50895.95
GALLATIN COUNTY GOVERNMENT,CST,290000059,2013,51619.1
GALLATIN COUNTY GOVERNMENT,CST,290000059,2014,53478.83
GALLATIN COUNTY GOVERNMENT,CST,290000059,2015,41951.4
GALLATIN COUNTY GOVERNMENT,CST,290000059,2016,34003.92
GALLATIN COUNTY GOVERNMENT,CST,290000059,2017,32605.14
GALLATIN COUNTY GOVERNMENT,CST,290000059,2018,35022.44
GALLATIN COUNTY GOVERNMENT,CST,290000059,2019,36930.81
GALLATIN COUNTY GOVERNMENT,CST,290000059,2020,36774.56
GALLATIN COUNTY GOVERNMENT,CST,290000059,2021,39850.02
GALLATIN COUNTY GOVERNMENT,CT,290000059,2006,36724.03
GALLATIN COUNTY GOVERNMENT,CT,290000059,2007,36982.25
GALLATIN COUNTY GOVERNMENT,CT,290000059,2008,40700.74
GALLATIN COUNTY GOVERNMENT,CT,290000059,2009,41163.39
GALLATIN COUNTY GOVERNMENT,CT,290000059,2010,39877.07
GALLATIN COUNTY GOVERNMENT,CT,290000059,2011,40905.71
GALLATIN COUNTY GOVERNMENT,CT,290000059,2012,39928.46
GALLATIN COUNTY GOVERNMENT,CT,290000059,2013,42551.16
GALLATIN COUNTY GOVERNMENT,CT,290000059,2014,49333.58
GALLATIN COUNTY GOVERNMENT,CT,290000059,2015,33810.35
GALLATIN COUNTY GOVERNMENT,CT,290000059,2016,25532.68
GALLATIN COUNTY GOVERNMENT,CT,290000059,2017,24948.87
GALLATIN COUNTY GOVERNMENT,CT,290000059,2018,32459.07
GALLATIN COUNTY GOVERNMENT,CT,290000059,2019,35410.15
GALLATIN COUNTY GOVERNMENT,CT,290000059,2020,27794.13
GALLATIN COUNTY GOVERNMENT,CT,290000059,2021,47069.9
GALLATIN COUNTY GOVERNMENT,CTPS,290000059,2014,42742.15
GALLATIN COUNTY GOVERNMENT,CTPS,290000059,2015,152554.71
GALLATIN COUNTY GOVERNMENT,CTPS,290000059,2016,120149.06
GALLATIN COUNTY GOVERNMENT,CTPS,290000059,2017,113662.31
GALLATIN COUNTY GOVERNMENT,CTPS,290000059,2018,115749.96
GALLATIN COUNTY GOVERNMENT,CTPS,290000059,2019,124942.93
GALLATIN COUNTY GOVERNMENT,CTPS,290000059,2020,122917.44
GALLATIN COUNTY GOVERNMENT,CTPS,290000059,2021,134048.51
GALVA,MT,390003270,2006,180799.91999999998
GALVA,MT,390003270,2007,167944.14
GALVA,MT,390003270,2008,183342.97999999998
GALVA,MT,390003270,2009,198467.91
GALVA,MT,390003270,2010,176569.41999999998
GALVA,MT,390003270,2011,183627.75
GALVA,MT,390003270,2012,189835.6
GALVA,MT,390003270,2013,162020.71
GALVA,MT,390003270,2014,183581.35
GALVA,MT,390003270,2015,175009.69
GALVA,MT,390003270,2016,170499.79
GALVA,MT,390003270,2017,174381.37
GALVA,MT,390003270,2018,223131.19
GALVA,MT,390003270,2019,201898.89
GALVA,MT,390003270,2020,204783.38
GALVA,MT,390003270,2021,235611.59
GARDEN PRAIRIE,MT,390003270,2009,15124.67
GARDEN PRAIRIE,MT,390003270,2010,4247.53
GARDEN PRAIRIE,MT,390003270,2011,920.71
GARDEN PRAIRIE,MT,390003270,2012,0
GARDEN PRAIRIE,MT,NA,2014,235.45
GARDNER,MT,390003280,2006,155839.61000000002
GARDNER,MT,390003280,2007,174620.5
GARDNER,MT,390003280,2008,195737.47999999998
GARDNER,MT,390003280,2009,203843.74000000002
GARDNER,MT,390003280,2010,210337.44999999998
GARDNER,MT,390003280,2011,192015.41999999998
GARDNER,MT,390003280,2012,232294.67
GARDNER,MT,390003280,2013,250123.2
GARDNER,MT,390003280,2014,301291.15
GARDNER,MT,390003280,2015,324217.08
GARDNER,MT,390003280,2016,261180.05
GARDNER,MT,390003280,2017,291654.7
GARDNER,MT,390003280,2018,322276.81
GARDNER,MT,390003280,2019,282678.48
GARDNER,MT,390003280,2020,250942.75
GARDNER,MT,390003280,2021,227632.43
GARRETT,MT,390003285,2007,3.2600000000000002
GARRETT,MT,390003285,2010,55.760000000000005
GARRETT,MT,390003285,2011,268.68
GARRETT,MT,390003285,2012,98.23
GARRETT,MT,390003285,2013,41.72
GARRETT,MT,390003285,2014,6.92
GARRETT,MT,390003285,2015,9.57
GARRETT,MT,390003285,2016,15.07
GARRETT,MT,390003285,2017,10.15
GARRETT,MT,390003285,2018,81.13
GARRETT,MT,390003285,2019,197.55
GARRETT,MT,390003285,2020,99
GARRETT,MT,390003285,2021,203.25
GAYS,MT,390003287,2006,1142.09
GAYS,MT,390003287,2007,1387.22
GAYS,MT,390003287,2008,1191.48
GAYS,MT,390003287,2009,942.74
GAYS,MT,390003287,2010,903.9
GAYS,MT,390003287,2011,646.42
GAYS,MT,390003287,2012,772.67
GAYS,MT,390003287,2013,482.92
GAYS,MT,390003287,2014,659.49
GAYS,MT,390003287,2015,701.32
GAYS,MT,390003287,2016,1030.25
GAYS,MT,390003287,2017,421.86
GAYS,MT,390003287,2018,671.76
GAYS,MT,390003287,2019,779.3
GAYS,MT,390003287,2020,1152.76
GAYS,MT,390003287,2021,1463.26
GENESEO,MT,390003290,2006,1385528.1800000002
GENESEO,MT,390003290,2007,1478085.51
GENESEO,MT,390003290,2008,1547818.37
GENESEO,MT,390003290,2009,1399455.44
GENESEO,MT,390003290,2010,1347044.87
GENESEO,MT,390003290,2011,1438407.1
GENESEO,MT,390003290,2012,1489499.95
GENESEO,MT,390003290,2013,1447328.4
GENESEO,MT,390003290,2014,1482636.15
GENESEO,MT,390003290,2015,1482433.96
GENESEO,MT,390003290,2016,1514068.65
GENESEO,MT,390003290,2017,1526665.12
GENESEO,MT,390003290,2018,1518957.3
GENESEO,MT,390003290,2019,1517755.37
GENESEO,MT,390003290,2020,1506362.74
GENESEO,MT,390003290,2021,1587813.45
GENESEO,NHMR,390003290,2010,83776.95
GENESEO,NHMR,390003290,2011,417523.7
GENESEO,NHMR,390003290,2012,436243
GENESEO,NHMR,390003290,2013,437011.97
GENESEO,NHMR,390003290,2014,444348.12
GENESEO,NHMR,390003290,2015,453313.82
GENESEO,NHMR,390003290,2016,464982.52
GENESEO,NHMR,390003290,2017,453175.59
GENESEO,NHMR,390003290,2018,453499.7
GENESEO,NHMR,390003290,2019,470086.61
GENESEO,NHMR,390003290,2020,458823.79
GENESEO,NHMR,390003290,2021,478951.86
GENEVA,MT,390003300,2006,5203345.26
GENEVA,MT,390003300,2007,5351489.85
GENEVA,MT,390003300,2008,5103998.48
GENEVA,MT,390003300,2009,4591773.28
GENEVA,MT,390003300,2010,4361084.91
GENEVA,MT,390003300,2011,4542167.72
GENEVA,MT,390003300,2012,4742352.32
GENEVA,MT,390003300,2013,4844222.84
GENEVA,MT,390003300,2014,4793293.11
GENEVA,MT,390003300,2015,4820415.53
GENEVA,MT,390003300,2016,4998336.35
GENEVA,MT,390003300,2017,5163197.5
GENEVA,MT,390003300,2018,5161151.27
GENEVA,MT,390003300,2019,5261675.78
GENEVA,MT,390003300,2020,5060897.7
GENEVA,MT,390003300,2021,4757621.84
GENEVA,MTART,390003300,2006,177.95000000000002
GENEVA,MTART,390003300,2007,222.17
GENEVA,MTART,390003300,2008,193.22
GENEVA,MTART,390003300,2009,24.93
GENEVA,MTART,390003300,2013,524.99
GENEVA,MTART,390003300,2014,515.11
GENEVA,MTART,390003300,2015,1136.84
GENEVA,MTART,390003300,2016,554.7
GENEVA,MTART,390003300,2017,7.87
GENEVA,MTART,390003300,2018,8.85
GENEVA,MTART,390003300,2019,56.11
GENEVA,MTART,390003300,2020,28.73
GENEVA,NHMR,390003300,2008,462057.09
GENEVA,NHMR,390003300,2009,2017240.34
GENEVA,NHMR,390003300,2010,1918510.1900000002
GENEVA,NHMR,390003300,2011,1965693.35
GENEVA,NHMR,390003300,2012,2083992.61
GENEVA,NHMR,390003300,2013,2123496.06
GENEVA,NHMR,390003300,2014,2102046.11
GENEVA,NHMR,390003300,2015,2148265.57
GENEVA,NHMR,390003300,2016,2214981.36
GENEVA,NHMR,390003300,2017,2305692.26
GENEVA,NHMR,390003300,2018,2266566.06
GENEVA,NHMR,390003300,2019,4006862.33
GENEVA,NHMR,390003300,2020,4316089.42
GENEVA,NHMR,390003300,2021,3886878.26
GENOA,MT,390003310,2006,440806.11
GENOA,MT,390003310,2007,684458.92
GENOA,MT,390003310,2008,710339.6699999999
GENOA,MT,390003310,2009,579685.75
GENOA,MT,390003310,2010,437425.37
GENOA,MT,390003310,2011,564552.42
GENOA,MT,390003310,2012,598056.07
GENOA,MT,390003310,2013,591037.56
GENOA,MT,390003310,2014,691248.54
GENOA,MT,390003310,2015,699998.81
GENOA,MT,390003310,2016,628624.11
GENOA,MT,390003310,2017,615812.42
GENOA,MT,390003310,2018,655815.14
GENOA,MT,390003310,2019,649644.82
GENOA,MT,390003310,2020,610330.17
GENOA,MT,390003310,2021,638392.66
GEORGETOWN,MT,390003320,2006,144410.81999999998
GEORGETOWN,MT,390003320,2007,147855.97
GEORGETOWN,MT,390003320,2008,157257.73
GEORGETOWN,MT,390003320,2009,173334.18
GEORGETOWN,MT,390003320,2010,152616.81999999998
GEORGETOWN,MT,390003320,2011,165257.62
GEORGETOWN,MT,390003320,2012,174634.45
GEORGETOWN,MT,390003320,2013,153251.08
GEORGETOWN,MT,390003320,2014,162325.33
GEORGETOWN,MT,390003320,2015,153811.45
GEORGETOWN,MT,390003320,2016,139269.15
GEORGETOWN,MT,390003320,2017,144751.12
GEORGETOWN,MT,390003320,2018,155393.11
GEORGETOWN,MT,390003320,2019,161005.49
GEORGETOWN,MT,390003320,2020,162436.09
GEORGETOWN,MT,390003320,2021,160688.07
GERMAN VALLEY,MT,390003334,2006,14588.01
GERMAN VALLEY,MT,390003334,2007,14598.47
GERMAN VALLEY,MT,390003334,2008,14490.96
GERMAN VALLEY,MT,390003334,2009,12505.47
GERMAN VALLEY,MT,390003334,2010,12159.15
GERMAN VALLEY,MT,390003334,2011,6468.28
GERMAN VALLEY,MT,390003334,2012,7850.58
GERMAN VALLEY,MT,390003334,2013,8625.89
GERMAN VALLEY,MT,390003334,2014,6166.42
GERMAN VALLEY,MT,390003334,2015,5903.49
GERMAN VALLEY,MT,390003334,2016,6980.64
GERMAN VALLEY,MT,390003334,2017,6438.73
GERMAN VALLEY,MT,390003334,2018,6133.32
GERMAN VALLEY,MT,390003334,2019,4460.65
GERMAN VALLEY,MT,390003334,2020,6695.75
GERMAN VALLEY,MT,390003334,2021,6755.26
GERMANTOWN,MT,390003330,2006,140080.38999999998
GERMANTOWN,MT,390003330,2007,140707.68
GERMANTOWN,MT,390003330,2008,143109.15
GERMANTOWN,MT,390003330,2009,139563.67
GERMANTOWN,MT,390003330,2010,151795.77000000002
GERMANTOWN,MT,390003330,2011,181957.43
GERMANTOWN,MT,390003330,2012,181564.14
GERMANTOWN,MT,390003330,2013,194685.5
GERMANTOWN,MT,390003330,2014,194588.85
GERMANTOWN,MT,390003330,2015,204592.12
GERMANTOWN,MT,390003330,2016,221998.39
GERMANTOWN,MT,390003330,2017,253696.16
GERMANTOWN,MT,390003330,2018,258666.68
GERMANTOWN,MT,390003330,2019,301222.91
GERMANTOWN,MT,390003330,2020,329907.8
GERMANTOWN,MT,390003330,2021,359081.58
GERMANTOWN HILLS,MT,390003335,2006,94752.17000000001
GERMANTOWN HILLS,MT,390003335,2007,107736.20999999999
GERMANTOWN HILLS,MT,390003335,2008,104124.78
GERMANTOWN HILLS,MT,390003335,2009,108481.89
GERMANTOWN HILLS,MT,390003335,2010,109123.33
GERMANTOWN HILLS,MT,390003335,2011,90581.39
GERMANTOWN HILLS,MT,390003335,2012,79151.23
GERMANTOWN HILLS,MT,390003335,2013,89007.07
GERMANTOWN HILLS,MT,390003335,2014,102134.78
GERMANTOWN HILLS,MT,390003335,2015,100759.74
GERMANTOWN HILLS,MT,390003335,2016,122681.8
GERMANTOWN HILLS,MT,390003335,2017,138665.7
GERMANTOWN HILLS,MT,390003335,2018,147789.99
GERMANTOWN HILLS,MT,390003335,2019,160306.58
GERMANTOWN HILLS,MT,390003335,2020,155488.61
GERMANTOWN HILLS,MT,390003335,2021,166447.86
GIBSON CITY,MT,390003340,2006,513700.36
GIBSON CITY,MT,390003340,2007,512840.44
GIBSON CITY,MT,390003340,2008,514143.13
GIBSON CITY,MT,390003340,2009,525362.05
GIBSON CITY,MT,390003340,2010,489526.28
GIBSON CITY,MT,390003340,2011,519206.13999999996
GIBSON CITY,MT,390003340,2012,547883.71
GIBSON CITY,MT,390003340,2013,595748.21
GIBSON CITY,MT,390003340,2014,577111.62
GIBSON CITY,MT,390003340,2015,595609.99
GIBSON CITY,MT,390003340,2016,569211.7
GIBSON CITY,MT,390003340,2017,563774.82
GIBSON CITY,MT,390003340,2018,550613.05
GIBSON CITY,MT,390003340,2019,558735.43
GIBSON CITY,MT,390003340,2020,571035.38
GIBSON CITY,MT,390003340,2021,594143.8
GIFFORD,MT,390003346,2006,77828.98
GIFFORD,MT,390003346,2007,90807.69
GIFFORD,MT,390003346,2008,93267.39
GIFFORD,MT,390003346,2009,94831.43
GIFFORD,MT,390003346,2010,80392.01
GIFFORD,MT,390003346,2011,76945.7
GIFFORD,MT,390003346,2012,81525.26
GIFFORD,MT,390003346,2013,79297.19
GIFFORD,MT,390003346,2014,57694.93
GIFFORD,MT,390003346,2015,58596.71
GIFFORD,MT,390003346,2016,52540.33
GIFFORD,MT,390003346,2017,57606.34
GIFFORD,MT,390003346,2018,58316.26
GIFFORD,MT,390003346,2019,61859.11
GIFFORD,MT,390003346,2020,55256.75
GIFFORD,MT,390003346,2021,51587.61
GILBERTS,MT,390003348,2006,515953.86
GILBERTS,MT,390003348,2007,470434.51
GILBERTS,MT,390003348,2008,329198.68
GILBERTS,MT,390003348,2009,227115.37999999998
GILBERTS,MT,390003348,2010,140758.23
GILBERTS,MT,390003348,2011,152520.81999999998
GILBERTS,MT,390003348,2012,156099.65
GILBERTS,MT,390003348,2013,186924.32
GILBERTS,MT,390003348,2014,191623.4
GILBERTS,MT,390003348,2015,208284.58
GILBERTS,MT,390003348,2016,226616.26
GILBERTS,MT,390003348,2017,258355.56
GILBERTS,MT,390003348,2018,287428.12
GILBERTS,MT,390003348,2019,269972.82
GILBERTS,MT,390003348,2020,285057.93
GILBERTS,MT,390003348,2021,327304.12
GILBERTS,NHMR,390003348,2012,28002.83
GILBERTS,NHMR,390003348,2013,164573.41
GILBERTS,NHMR,390003348,2014,173276.59
GILBERTS,NHMR,390003348,2015,190013.61
GILBERTS,NHMR,390003348,2016,208987.86
GILBERTS,NHMR,390003348,2017,240988.28
GILBERTS,NHMR,390003348,2018,256831.31
GILBERTS,NHMR,390003348,2019,246597.03
GILBERTS,NHMR,390003348,2020,259687.73
GILBERTS,NHMR,390003348,2021,296059.42
GILLESPIE,MT,390003350,2006,211924.22
GILLESPIE,MT,390003350,2007,217319.37
GILLESPIE,MT,390003350,2008,218651.83
GILLESPIE,MT,390003350,2009,216759.01
GILLESPIE,MT,390003350,2010,207661.64
GILLESPIE,MT,390003350,2011,222398.47999999998
GILLESPIE,MT,390003350,2012,234093.96
GILLESPIE,MT,390003350,2013,223220.45
GILLESPIE,MT,390003350,2014,231460.1
GILLESPIE,MT,390003350,2015,204661.81
GILLESPIE,MT,390003350,2016,189785.95
GILLESPIE,MT,390003350,2017,195678.49
GILLESPIE,MT,390003350,2018,192299.09
GILLESPIE,MT,390003350,2019,199973.47
GILLESPIE,MT,390003350,2020,185963.43
GILLESPIE,MT,390003350,2021,194058.2
GILLESPIE,MTART,390003350,2006,25.59
GILLESPIE,MTART,390003350,2007,17.08
GILLESPIE,MTART,390003350,2008,2.22
GILLESPIE,MTART,390003350,2011,3.94
GILMAN,MT,390003360,2006,334273.2
GILMAN,MT,390003360,2007,282026.83999999997
GILMAN,MT,390003360,2008,328658.43000000005
GILMAN,MT,390003360,2009,361346.38
GILMAN,MT,390003360,2010,378582.02
GILMAN,MT,390003360,2011,428543.56
GILMAN,MT,390003360,2012,459028.32
GILMAN,MT,390003360,2013,471288.26
GILMAN,MT,390003360,2014,527138.81
GILMAN,MT,390003360,2015,531473
GILMAN,MT,390003360,2016,433549.66
GILMAN,MT,390003360,2017,409071.02
GILMAN,MT,390003360,2018,440718.9
GILMAN,MT,390003360,2019,478372.91
GILMAN,MT,390003360,2020,483012.67
GILMAN,MT,390003360,2021,455065.96
GIRARD,MT,390003370,2006,149753.1
GIRARD,MT,390003370,2007,157367.27000000002
GIRARD,MT,390003370,2008,175846.84
GIRARD,MT,390003370,2009,187567.86
GIRARD,MT,390003370,2010,191845.91999999998
GIRARD,MT,390003370,2011,200800.9
GIRARD,MT,390003370,2012,204229.21
GIRARD,MT,390003370,2013,200363.27
GIRARD,MT,390003370,2014,240247.51
GIRARD,MT,390003370,2015,221255.68
GIRARD,MT,390003370,2016,160965.44
GIRARD,MT,390003370,2017,220501.47
GIRARD,MT,390003370,2018,196015.34
GIRARD,MT,390003370,2019,194790.93
GIRARD,MT,390003370,2020,196103.59
GIRARD,MT,390003370,2021,227688.29
GLADSTONE,MT,390003380,2006,10065.48
GLADSTONE,MT,390003380,2007,13210.91
GLADSTONE,MT,390003380,2008,12735.59
GLADSTONE,MT,390003380,2009,12684.08
GLADSTONE,MT,390003380,2010,6451.41
GLADSTONE,MT,390003380,2011,9488.19
GLADSTONE,MT,390003380,2012,10523.54
GLADSTONE,MT,390003380,2013,7167.14
GLADSTONE,MT,390003380,2014,5943.54
GLADSTONE,MT,390003380,2015,5938.04
GLADSTONE,MT,390003380,2016,8027.96
GLADSTONE,MT,390003380,2017,11144.81
GLADSTONE,MT,390003380,2018,5841.55
GLADSTONE,MT,390003380,2019,5905.67
GLADSTONE,MT,390003380,2020,5694.96
GLADSTONE,MT,390003380,2021,7545.58
GLASFORD,MT,390003390,2006,29337.12
GLASFORD,MT,390003390,2007,31216.47
GLASFORD,MT,390003390,2008,34016.08
GLASFORD,MT,390003390,2009,34900.11
GLASFORD,MT,390003390,2010,29533.53
GLASFORD,MT,390003390,2011,29862.440000000002
GLASFORD,MT,390003390,2012,33515.42
GLASFORD,MT,390003390,2013,32138.57
GLASFORD,MT,390003390,2014,33178.87
GLASFORD,MT,390003390,2015,34264.42
GLASFORD,MT,390003390,2016,31070.09
GLASFORD,MT,390003390,2017,29333.9
GLASFORD,MT,390003390,2018,30337.61
GLASFORD,MT,390003390,2019,30288.93
GLASFORD,MT,390003390,2020,31166.85
GLASFORD,MT,390003390,2021,31211.77
GLASGOW,MT,390003395,2006,289.28999999999996
GLASGOW,MT,390003395,2007,293.94
GLASGOW,MT,390003395,2008,265.39
