local_gov,tax_type,vendor_num,fy_year,fy_total,local_gov_type
Abingdon,CUT,380000010,2020,820.65,muni
Abingdon,CUT,380000010,2021,3256.87,muni
Abingdon,INC,380000010,2006,285263.74,muni
Abingdon,INC,380000010,2007,312986.24,muni
Abingdon,INC,380000010,2008,339565.59,muni
Abingdon,INC,380000010,2009,312178.36,muni
Abingdon,INC,380000010,2012,283319.65,muni
Abingdon,INC,380000010,2013,311348.44,muni
Abingdon,INC,380000010,2014,316404.59,muni
Abingdon,INC,380000010,2015,340397.22,muni
Abingdon,INC,380000010,2016,336421.91,muni
Abingdon,INC,380000010,2017,314307.62,muni
Abingdon,INC,380000010,2018,300032.22,muni
Abingdon,INC,380000010,2019,343153.99,muni
Abingdon,INC,380000010,2020,326452.05,muni
Abingdon,INC,380000010,2021,431142.87,muni
Abingdon,INC,390000010,2010,274125.99000000005,muni
Abingdon,INC,390000010,2011,280300.54,muni
Abingdon,ULO,380000010,2006,43580.13,muni
Abingdon,ULO,380000010,2007,46754,muni
Abingdon,ULO,380000010,2008,50644.07,muni
Abingdon,ULO,380000010,2009,51268.56,muni
Abingdon,ULO,380000010,2012,48441.09,muni
Abingdon,ULO,380000010,2013,52623.25,muni
Abingdon,ULO,380000010,2014,58117.95,muni
Abingdon,ULO,380000010,2015,67058.76,muni
Abingdon,ULO,380000010,2016,76615.76,muni
Abingdon,ULO,380000010,2017,81834.71,muni
Abingdon,ULO,380000010,2018,87301.24,muni
Abingdon,ULO,380000010,2019,100907.97,muni
Abingdon,ULO,380000010,2020,116141.76,muni
Abingdon,ULO,380000010,2021,149312.32,muni
Abingdon,ULO,390000010,2010,43263.33,muni
Abingdon,ULO,390000010,2011,51092.350000000006,muni
Adams,CUT,280000001,2020,4903.36,county
Adams,CUT,280000001,2021,19459.83,county
Adams,INC,280000001,2006,1650849.59,county
Adams,INC,280000001,2007,1811282.43,county
Adams,INC,280000001,2008,1965099.78,county
Adams,INC,280000001,2009,1806607.1,county
Adams,INC,280000001,2012,1692831.58,county
Adams,INC,280000001,2013,1860304.77,county
Adams,INC,280000001,2014,1890516.04,county
Adams,INC,280000001,2015,2033872.79,county
Adams,INC,280000001,2016,2010120.82,county
Adams,INC,280000001,2017,1877984.99,county
Adams,INC,280000001,2018,1792688.82,county
Adams,INC,280000001,2019,2050342.07,county
Adams,INC,280000001,2020,1950548.63,county
Adams,INC,280000001,2021,2576075.53,county
Adams,INC,290000001,2010,1586394.33,county
Adams,INC,290000001,2011,1625849.71,county
Adams,ULO,280000001,2006,252202.77000000002,county
Adams,ULO,280000001,2007,270570.23000000004,county
Adams,ULO,280000001,2008,293082.38,county
Adams,ULO,280000001,2009,296696.47000000003,county
Adams,ULO,280000001,2012,289435.07,county
Adams,ULO,280000001,2013,314423.17,county
Adams,ULO,280000001,2014,347253.71,county
Adams,ULO,280000001,2015,400675.43,county
Adams,ULO,280000001,2016,457778.9,county
Adams,ULO,280000001,2017,488961.99,county
Adams,ULO,280000001,2018,521624.3,county
Adams,ULO,280000001,2019,602923.76,county
Adams,ULO,280000001,2020,693945.34,county
Adams,ULO,280000001,2021,892139.1,county
Adams,ULO,290000001,2010,250369.47999999998,county
Adams,ULO,290000001,2011,296481.83999999997,county
Addieville,CUT,380000018,2020,62.31,muni
Addieville,CUT,380000018,2021,247.27,muni
Addieville,INC,380000018,2006,21086.72,muni
Addieville,INC,380000018,2007,23135.940000000002,muni
Addieville,INC,380000018,2008,25100.71,muni
Addieville,INC,380000018,2009,23076.25,muni
Addieville,INC,380000018,2012,21510.9,muni
Addieville,INC,380000018,2013,23639.27,muni
Addieville,INC,380000018,2014,24023.36,muni
Addieville,INC,380000018,2015,25845.42,muni
Addieville,INC,380000018,2016,25543.5,muni
Addieville,INC,380000018,2017,23864.51,muni
Addieville,INC,380000018,2018,22780.32,muni
Addieville,INC,380000018,2019,26054.33,muni
Addieville,INC,380000018,2020,24785.93,muni
Addieville,INC,380000018,2021,32734.58,muni
Addieville,INC,390000018,2010,20263.4,muni
Addieville,INC,390000018,2011,20759.59,muni
Addieville,ULO,380000018,2006,3221.4100000000003,muni
Addieville,ULO,380000018,2007,3456.01,muni
Addieville,ULO,380000018,2008,3743.57,muni
Addieville,ULO,380000018,2009,3789.73,muni
Addieville,ULO,380000018,2012,3677.92,muni
Addieville,ULO,380000018,2013,3995.51,muni
Addieville,ULO,380000018,2014,4412.74,muni
Addieville,ULO,380000018,2015,5091.49,muni
Addieville,ULO,380000018,2016,5817.23,muni
Addieville,ULO,380000018,2017,6213.4,muni
Addieville,ULO,380000018,2018,6628.41,muni
Addieville,ULO,380000018,2019,7661.62,muni
Addieville,ULO,380000018,2020,8818.38,muni
Addieville,ULO,380000018,2021,11336.96,muni
Addieville,ULO,390000018,2010,3197.98,muni
Addieville,ULO,390000018,2011,3785.29,muni
Addison,CUT,380000020,2020,9134.19,muni
Addison,CUT,380000020,2021,36250.58,muni
Addison,INC,380000020,2006,2836368.64,muni
Addison,INC,380000020,2007,3120626.2600000002,muni
Addison,INC,380000020,2008,3473308.9899999998,muni
Addison,INC,380000020,2009,3193173.58,muni
Addison,INC,380000020,2012,3153475.71,muni
Addison,INC,380000020,2013,3465452.5,muni
Addison,INC,380000020,2014,3521731.73,muni
Addison,INC,380000020,2015,3788781.45,muni
Addison,INC,380000020,2016,3744534.57,muni
Addison,INC,380000020,2017,3498387.59,muni
Addison,INC,380000020,2018,3339494.25,muni
Addison,INC,380000020,2019,3819461.74,muni
Addison,INC,380000020,2020,3633562.29,muni
Addison,INC,380000020,2021,4798819.55,muni
Addison,INC,390000029,2010,2803948.03,muni
Addison,INC,390000029,2011,2884972.01,muni
Addison,ULO,380000020,2006,433316.33999999997,muni
Addison,ULO,380000020,2007,465938.67,muni
Addison,ULO,380000020,2008,518022.44,muni
Addison,ULO,380000020,2009,524410.3200000001,muni
Addison,ULO,380000020,2012,539171.52,muni
Addison,ULO,380000020,2013,585720.41,muni
Addison,ULO,380000020,2014,646878.46,muni
Addison,ULO,380000020,2015,746394.58,muni
Addison,ULO,380000020,2016,852769.21,muni
Addison,ULO,380000020,2017,910858.48,muni
Addison,ULO,380000020,2018,971703.15,muni
Addison,ULO,380000020,2019,1123151.09,muni
Addison,ULO,380000020,2020,1292709.84,muni
Addison,ULO,380000020,2021,1661913.27,muni
Addison,ULO,390000029,2010,442527.47000000003,muni
Addison,ULO,390000029,2011,526471.76,muni
Adeline,CUT,380000030,2020,21.01,muni
Adeline,CUT,380000030,2021,83.41,muni
Adeline,INC,380000030,2006,10977.7,muni
Adeline,INC,380000030,2007,12044.55,muni
Adeline,INC,380000030,2008,13067.38,muni
Adeline,INC,380000030,2009,12013.449999999999,muni
Adeline,INC,380000030,2012,7256.11,muni
Adeline,INC,380000030,2013,7974.04,muni
Adeline,INC,380000030,2014,8103.61,muni
Adeline,INC,380000030,2015,8717.94,muni
Adeline,INC,380000030,2016,8615.99,muni
Adeline,INC,380000030,2017,8049.44,muni
Adeline,INC,380000030,2018,7684.09,muni
Adeline,INC,380000030,2019,8787.95,muni
Adeline,INC,380000030,2020,8359.91,muni
Adeline,INC,380000030,2021,11040.87,muni
Adeline,INC,390000030,2010,10549.09,muni
Adeline,INC,390000030,2011,10531.65,muni
Adeline,ULO,380000030,2006,1677.02,muni
Adeline,ULO,380000030,2007,1799.1599999999999,muni
Adeline,ULO,380000030,2008,1948.85,muni
Adeline,ULO,380000030,2009,1972.9,muni
Adeline,ULO,380000030,2012,1240.63,muni
Adeline,ULO,380000030,2013,1347.75,muni
Adeline,ULO,380000030,2014,1488.47,muni
Adeline,ULO,380000030,2015,1717.4,muni
Adeline,ULO,380000030,2016,1962.1,muni
Adeline,ULO,380000030,2017,2095.85,muni
Adeline,ULO,380000030,2018,2235.8,muni
Adeline,ULO,380000030,2019,2584.18,muni
Adeline,ULO,380000030,2020,2974.26,muni
Adeline,ULO,380000030,2021,3823.72,muni
Adeline,ULO,390000030,2010,1664.83,muni
Adeline,ULO,390000030,2011,1910.96,muni
Albany,CUT,380000040,2020,220.3,muni
Albany,CUT,380000040,2021,874.34,muni
Albany,INC,380000040,2006,70684.08,muni
Albany,INC,380000040,2007,77553.3,muni
Albany,INC,380000040,2008,84139.27,muni
Albany,INC,380000040,2009,77353.1,muni
Albany,INC,380000040,2012,76058.13,muni
Albany,INC,380000040,2013,83582.81,muni
Albany,INC,380000040,2014,84940.32,muni
Albany,INC,380000040,2015,91381.13,muni
Albany,INC,380000040,2016,90313.58,muni
Albany,INC,380000040,2017,84377.09,muni
Albany,INC,380000040,2018,80544.89,muni
Albany,INC,380000040,2019,92121.58,muni
Albany,INC,380000040,2020,87637.87,muni
Albany,INC,380000040,2021,115742.71,muni
Albany,INC,390000020,2010,67924.31,muni
Albany,INC,390000020,2011,69863.77,muni
Albany,ULO,380000040,2006,10798.449999999999,muni
Albany,ULO,380000040,2007,11584.89,muni
Albany,ULO,380000040,2008,12548.79,muni
Albany,ULO,380000040,2009,12703.55,muni
Albany,ULO,380000040,2012,13004.25,muni
Albany,ULO,380000040,2013,14126.94,muni
Albany,ULO,380000040,2014,15602.02,muni
Albany,ULO,380000040,2015,18002.24,muni
Albany,ULO,380000040,2016,20567.85,muni
Albany,ULO,380000040,2017,21968.9,muni
Albany,ULO,380000040,2018,23436.38,muni
Albany,ULO,380000040,2019,27089.12,muni
Albany,ULO,380000040,2020,31178.58,muni
Albany,ULO,380000040,2021,40083.32,muni
Albany,ULO,390000020,2010,10719.96,muni
Albany,ULO,390000020,2011,12748.42,muni
Albers,CUT,380000045,2020,294.23,muni
Albers,CUT,380000045,2021,1167.74,muni
Albers,INC,380000045,2006,69341.48,muni
Albers,INC,380000045,2007,76080.22,muni
Albers,INC,380000045,2008,82541.09,muni
Albers,INC,380000045,2009,75883.83,muni
Albers,INC,380000045,2012,101582.08,muni
Albers,INC,380000045,2013,111631.42,muni
Albers,INC,380000045,2014,113444.17,muni
Albers,INC,380000045,2015,122046.81,muni
Albers,INC,380000045,2016,120621.37,muni
Albers,INC,380000045,2017,112692.49,muni
Albers,INC,380000045,2018,107573.92,muni
Albers,INC,380000045,2019,123034.69,muni
Albers,INC,380000045,2020,117046.39,muni
Albers,INC,380000045,2021,154582.33,muni
Albers,INC,390000045,2010,66634.11,muni
Albers,INC,390000045,2011,70422.63,muni
Albers,ULO,380000045,2006,10593.34,muni
Albers,ULO,380000045,2007,11364.849999999999,muni
Albers,ULO,380000045,2008,12310.44,muni
Albers,ULO,380000045,2009,12462.25,muni
Albers,ULO,380000045,2012,17368.22,muni
Albers,ULO,380000045,2013,18867.65,muni
Albers,ULO,380000045,2014,20837.7,muni
Albers,ULO,380000045,2015,24043.39,muni
Albers,ULO,380000045,2016,27470.08,muni
Albers,ULO,380000045,2017,29341.18,muni
Albers,ULO,380000045,2018,31301.18,muni
Albers,ULO,380000045,2019,36179.75,muni
Albers,ULO,380000045,2020,41641.74,muni
Albers,ULO,380000045,2021,53534.81,muni
Albers,ULO,390000045,2010,10516.349999999999,muni
Albers,ULO,390000045,2011,12914.140000000001,muni
Albion,CUT,380000050,2020,491.56,muni
Albion,CUT,380000050,2021,1950.77,muni
Albion,INC,380000050,2006,152661.88999999998,muni
Albion,INC,380000050,2007,167497.86,muni
Albion,INC,380000050,2008,181722.06,muni
Albion,INC,380000050,2009,167065.5,muni
Albion,INC,380000050,2012,169701.77,muni
Albion,INC,380000050,2013,186490.36,muni
Albion,INC,380000050,2014,189518.85,muni
Albion,INC,380000050,2015,203889.75,muni
Albion,INC,380000050,2016,201508.71,muni
Albion,INC,380000050,2017,188262.56,muni
Albion,INC,380000050,2018,179711.72,muni
Albion,INC,380000050,2019,205540.76,muni
Albion,INC,380000050,2020,195536.65,muni
Albion,INC,380000050,2021,258243.82,muni
Albion,INC,390000050,2010,146701.38999999998,muni
Albion,INC,390000050,2011,151270.08,muni
Albion,ULO,380000050,2006,23322.34,muni
Albion,ULO,380000050,2007,25020.88,muni
Albion,ULO,380000050,2008,27102.67,muni
Albion,ULO,380000050,2009,27436.88,muni
Albion,ULO,380000050,2012,29014.99,muni
Albion,ULO,380000050,2013,31519.98,muni
Albion,ULO,380000050,2014,34811.21,muni
Albion,ULO,380000050,2015,40166.56,muni
Albion,ULO,380000050,2016,45890.92,muni
Albion,ULO,380000050,2017,49017.01,muni
Albion,ULO,380000050,2018,52291.32,muni
Albion,ULO,380000050,2019,60441.35,muni
Albion,ULO,380000050,2020,69566.07,muni
Albion,ULO,380000050,2021,89434.44,muni
Albion,ULO,390000050,2010,23152.8,muni
Albion,ULO,390000050,2011,27616.01,muni
Aledo,CUT,380000060,2020,900.02,muni
Aledo,CUT,380000060,2021,3571.87,muni
Aledo,INC,380000060,2006,285342.72000000003,muni
Aledo,INC,380000060,2007,313072.9,muni
Aledo,INC,380000060,2008,339659.58,muni
Aledo,INC,380000060,2009,312264.77,muni
Aledo,INC,380000060,2012,310720.87,muni
Aledo,INC,380000060,2013,341460.83,muni
Aledo,INC,380000060,2014,347006.22,muni
Aledo,INC,380000060,2015,373319.67,muni
Aledo,INC,380000060,2016,368959.81,muni
Aledo,INC,380000060,2017,344705.95,muni
Aledo,INC,380000060,2018,329050.03,muni
Aledo,INC,380000060,2019,376342.29,muni
Aledo,INC,380000060,2020,358024.94,muni
Aledo,INC,380000060,2021,472840.94,muni
Aledo,INC,390000060,2010,274201.87,muni
Aledo,INC,390000060,2011,282288.81,muni
Aledo,ULO,380000060,2006,43592.189999999995,muni
Aledo,ULO,380000060,2007,46766.93,muni
Aledo,ULO,380000060,2008,50658.07,muni
Aledo,ULO,380000060,2009,51282.759999999995,muni
Aledo,ULO,380000060,2012,53126.08,muni
Aledo,ULO,380000060,2013,57712.65,muni
Aledo,ULO,380000060,2014,63738.74,muni
Aledo,ULO,380000060,2015,73544.36,muni
Aledo,ULO,380000060,2016,84025.88,muni
Aledo,ULO,380000060,2017,89749.48,muni
Aledo,ULO,380000060,2018,95744.63,muni
Aledo,ULO,380000060,2019,110667.3,muni
Aledo,ULO,380000060,2020,127374.38,muni
Aledo,ULO,380000060,2021,163753.06,muni
Aledo,ULO,390000060,2010,43275.32,muni
Aledo,ULO,390000060,2011,51519.7,muni
Alexander,CUT,280000002,2020,878.26,county
Alexander,CUT,280000002,2021,3485.51,county
Alexander,INC,280000002,2006,284637.93000000005,county
Alexander,INC,280000002,2007,297042.29000000004,county
Alexander,INC,280000002,2008,322267.66,county
Alexander,INC,280000002,2009,296275.55,county
Alexander,INC,280000002,2012,303208.48,county
Alexander,INC,280000002,2013,333205.92,county
Alexander,INC,280000002,2014,338617.54,county
Alexander,INC,280000002,2015,364293.69,county
Alexander,INC,280000002,2016,360039.37,county
Alexander,INC,280000002,2017,336372.74,county
Alexander,INC,280000002,2018,321094.92,county
Alexander,INC,280000002,2019,367244.22,county
Alexander,INC,280000002,2020,349369.94,county
Alexander,INC,280000002,2021,461410.35,county
Alexander,INC,290000003,2010,260161.63,county
Alexander,INC,290000003,2011,268421.8,county
Alexander,ULO,280000002,2006,43838.04,county
Alexander,ULO,280000002,2007,44372.27,county
Alexander,ULO,280000002,2008,48064.17,county
Alexander,ULO,280000002,2009,48656.87,county
Alexander,ULO,280000002,2012,51841.67,county
Alexander,ULO,280000002,2013,56317.47,county
Alexander,ULO,280000002,2014,62197.9,county
Alexander,ULO,280000002,2015,71766.45,county
Alexander,ULO,280000002,2016,81994.45,county
Alexander,ULO,280000002,2017,87579.68,county
Alexander,ULO,280000002,2018,93429.92,county
Alexander,ULO,280000002,2019,107991.88,county
Alexander,ULO,280000002,2020,124295.04,county
Alexander,ULO,280000002,2021,159794.23,county
Alexander,ULO,290000003,2010,41059.44,county
Alexander,ULO,290000003,2011,49008.689999999995,county
Alexis,CUT,380000075,2020,205.47,muni
Alexis,CUT,380000075,2021,815.42,muni
Alexis,INC,380000075,2006,68156.73999999999,muni
Alexis,INC,380000075,2007,74780.39,muni
Alexis,INC,380000075,2008,81130.87000000001,muni
Alexis,INC,380000075,2009,74587.34,muni
Alexis,INC,380000075,2012,70936.7,muni
Alexis,INC,380000075,2013,77954.65,muni
Alexis,INC,380000075,2014,79220.76,muni
Alexis,INC,380000075,2015,85227.94,muni
Alexis,INC,380000075,2016,84232.5,muni
Alexis,INC,380000075,2017,78695.29,muni
Alexis,INC,380000075,2018,75121.05,muni
Alexis,INC,380000075,2019,85917.73,muni
Alexis,INC,380000075,2020,81736.21,muni
Alexis,INC,380000075,2021,107948.36,muni
Alexis,INC,390000070,2010,65495.689999999995,muni
Alexis,INC,390000070,2011,67197.79,muni
Alexis,ULO,380000075,2006,10412.32,muni
Alexis,ULO,380000075,2007,11170.6,muni
Alexis,ULO,380000075,2008,12100.06,muni
Alexis,ULO,380000075,2009,12249.26,muni
Alexis,ULO,380000075,2012,12128.4,muni
Alexis,ULO,380000075,2013,13175.57,muni
Alexis,ULO,380000075,2014,14551.35,muni
Alexis,ULO,380000075,2015,16789.95,muni
Alexis,ULO,380000075,2016,19182.79,muni
Alexis,ULO,380000075,2017,20489.5,muni
Alexis,ULO,380000075,2018,21858.24,muni
Alexis,ULO,380000075,2019,25265.08,muni
Alexis,ULO,380000075,2020,29079.26,muni
Alexis,ULO,380000075,2021,37384.41,muni
Alexis,ULO,390000070,2010,10336.640000000001,muni
Alexis,ULO,390000070,2011,12256.230000000001,muni
Algonquin,CUT,380000080,2020,7429.09,muni
Algonquin,CUT,380000080,2021,29483.64,muni
Algonquin,INC,380000080,2006,2202264.74,muni
Algonquin,INC,380000080,2007,2416285.2,muni
Algonquin,INC,380000080,2008,2781078.59,muni
Algonquin,INC,380000080,2009,2634502.08,muni
Algonquin,INC,380000080,2012,2564812.94,muni
Algonquin,INC,380000080,2013,2818552.25,muni
Algonquin,INC,380000080,2014,2864325.6,muni
Algonquin,INC,380000080,2015,3081525.52,muni
Algonquin,INC,380000080,2016,3045538.17,muni
Algonquin,INC,380000080,2017,2845340.06,muni
Algonquin,INC,380000080,2018,2716107.5,muni
Algonquin,INC,380000080,2019,3106478.97,muni
Algonquin,INC,380000080,2020,2955282.14,muni
Algonquin,INC,380000080,2021,3903019.81,muni
Algonquin,INC,390000080,2010,2313374.68,muni
Algonquin,INC,390000080,2011,2377639.92,muni
Algonquin,ULO,380000080,2006,336443.27,muni
Algonquin,ULO,380000080,2007,360945.81,muni
Algonquin,ULO,380000080,2008,412934.93000000005,muni
Algonquin,ULO,380000080,2009,432660.44,muni
Algonquin,ULO,380000080,2012,438523.84,muni
Algonquin,ULO,380000080,2013,476383.34,muni
Algonquin,ULO,380000080,2014,526124.94,muni
Algonquin,ULO,380000080,2015,607064.41,muni
Algonquin,ULO,380000080,2016,693582.03,muni
Algonquin,ULO,380000080,2017,740827.66,muni
Algonquin,ULO,380000080,2018,790314.35,muni
Algonquin,ULO,380000080,2019,913491.4,muni
Algonquin,ULO,380000080,2020,1051398.45,muni
Algonquin,ULO,380000080,2021,1351682.38,muni
Algonquin,ULO,390000080,2010,365103.64999999997,muni
Algonquin,ULO,390000080,2011,433802.61,muni
Alhambra,CUT,380000090,2020,168.38,muni
Alhambra,CUT,380000090,2021,668.26,muni
Alhambra,INC,380000090,2006,50387.06,muni
Alhambra,INC,380000090,2007,55283.78,muni
Alhambra,INC,380000090,2008,59978.59,muni
Alhambra,INC,380000090,2009,55141.1,muni
Alhambra,INC,380000090,2012,58132.03,muni
Alhambra,INC,380000090,2013,63883.04,muni
Alhambra,INC,380000090,2014,64920.49,muni
Alhambra,INC,380000090,2015,69843.47,muni
Alhambra,INC,380000090,2016,69027.69,muni
Alhambra,INC,380000090,2017,64490.2,muni
Alhambra,INC,380000090,2018,61561.33,muni
Alhambra,INC,380000090,2019,70408.79,muni
Alhambra,INC,380000090,2020,66981.88,muni
Alhambra,INC,380000090,2021,88462.51,muni
Alhambra,INC,390000090,2010,48419.759999999995,muni
Alhambra,INC,390000090,2011,50076.02,muni
Alhambra,ULO,380000090,2006,7697.6500000000005,muni
Alhambra,ULO,380000090,2007,8258.26,muni
Alhambra,ULO,380000090,2008,8945.4,muni
Alhambra,ULO,380000090,2009,9055.69,muni
Alhambra,ULO,380000090,2012,9939.3,muni
Alhambra,ULO,380000090,2013,10797.36,muni
Alhambra,ULO,380000090,2014,11924.71,muni
Alhambra,ULO,380000090,2015,13759.24,muni
Alhambra,ULO,380000090,2016,15720.2,muni
Alhambra,ULO,380000090,2017,16790.99,muni
Alhambra,ULO,380000090,2018,17912.7,muni
Alhambra,ULO,380000090,2019,20704.44,muni
Alhambra,ULO,380000090,2020,23830.03,muni
Alhambra,ULO,380000090,2021,30636.01,muni
Alhambra,ULO,390000090,2010,7641.68,muni
Alhambra,ULO,390000090,2011,9146.9,muni
Allendale,CUT,380000100,2020,117.44,muni
Allendale,CUT,380000100,2021,466.1,muni
Allendale,INC,380000100,2006,41699.64,muni
Allendale,INC,380000100,2007,45752.08,muni
Allendale,INC,380000100,2008,49637.43,muni
Allendale,INC,380000100,2009,45633.99,muni
Allendale,INC,380000100,2012,40547.62,muni
Allendale,INC,380000100,2013,44558.77,muni
Allendale,INC,380000100,2014,45282.3,muni
Allendale,INC,380000100,2015,48716.49,muni
Allendale,INC,380000100,2016,48147.4,muni
Allendale,INC,380000100,2017,44982.23,muni
Allendale,INC,380000100,2018,42939.18,muni
Allendale,INC,380000100,2019,49110.22,muni
Allendale,INC,380000100,2020,46719.76,muni
Allendale,INC,380000100,2021,61702.48,muni
Allendale,INC,390000100,2010,40071.51,muni
Allendale,INC,390000100,2011,40913.41,muni
Allendale,ULO,380000100,2006,6370.46,muni
Allendale,ULO,380000100,2007,6834.42,muni
Allendale,ULO,380000100,2008,7403.05,muni
Allendale,ULO,380000100,2009,7494.37,muni
Allendale,ULO,380000100,2012,6932.64,muni
Allendale,ULO,380000100,2013,7531.18,muni
Allendale,ULO,380000100,2014,8317.55,muni
Allendale,ULO,380000100,2015,9597.16,muni
Allendale,ULO,380000100,2016,10964.96,muni
Allendale,ULO,380000100,2017,11711.81,muni
Allendale,ULO,380000100,2018,12494.17,muni
Allendale,ULO,380000100,2019,14441.35,muni
Allendale,ULO,380000100,2020,16621.51,muni
Allendale,ULO,380000100,2021,21368.69,muni
Allendale,ULO,390000100,2010,6324.1500000000005,muni
Allendale,ULO,390000100,2011,7455.46,muni
Allenville,CUT,380000105,2020,31.19,muni
Allenville,CUT,380000105,2021,150.64,muni
Allenville,INC,380000105,2006,12162.34,muni
Allenville,INC,380000105,2007,13344.32,muni
Allenville,INC,380000105,2008,14477.54,muni
Allenville,INC,380000105,2009,13309.88,muni
Allenville,INC,380000105,2012,12633.81,muni
Allenville,INC,380000105,2013,13883.87,muni
Allenville,INC,380000105,2014,14109.44,muni
Allenville,INC,380000105,2015,15179.14,muni
Allenville,INC,380000105,2016,15001.87,muni
Allenville,INC,380000105,2017,14015.67,muni
Allenville,INC,380000105,2018,13378.94,muni
Allenville,INC,380000105,2019,15301.66,muni
Allenville,INC,380000105,2020,14556.72,muni
Allenville,INC,380000105,2021,19224.93,muni
Allenville,INC,390000105,2010,11687.47,muni
Allenville,INC,390000105,2011,11989.51,muni
Allenville,ULO,380000105,2006,1858.02,muni
Allenville,ULO,380000105,2007,1993.33,muni
Allenville,ULO,380000105,2008,2159.19,muni
Allenville,ULO,380000105,2009,2185.8100000000004,muni
Allenville,ULO,380000105,2012,2160.09,muni
Allenville,ULO,380000105,2013,2346.51,muni
Allenville,ULO,380000105,2014,2591.5,muni
Allenville,ULO,380000105,2015,2990.24,muni
Allenville,ULO,380000105,2016,3416.44,muni
Allenville,ULO,380000105,2017,3649.12,muni
Allenville,ULO,380000105,2018,3892.93,muni
Allenville,ULO,380000105,2019,4499.74,muni
Allenville,ULO,380000105,2020,5179.05,muni
Allenville,ULO,380000105,2021,6658.18,muni
Allenville,ULO,390000105,2010,1844.49,muni
Allenville,ULO,390000105,2011,2186.69,muni
Allerton,CUT,380000108,2020,71.95,muni
Allerton,CUT,380000108,2021,285.55,muni
Allerton,INC,380000108,2006,23140.1,muni
Allerton,INC,380000108,2007,25388.920000000002,muni
Allerton,INC,380000108,2008,27544.99,muni
Allerton,INC,380000108,2009,25323.39,muni
Allerton,INC,380000108,2012,24840.5,muni
Allerton,INC,380000108,2013,27298.3,muni
Allerton,INC,380000108,2014,27741.81,muni
Allerton,INC,380000108,2015,29844.94,muni
Allerton,INC,380000108,2016,29496.29,muni
Allerton,INC,380000108,2017,27557.65,muni
Allerton,INC,380000108,2018,26306.1,muni
Allerton,INC,380000108,2019,30086.52,muni
Allerton,INC,380000108,2020,28622.04,muni
Allerton,INC,380000108,2021,37800.92,muni
Allerton,INC,390000108,2010,22236.64,muni
Allerton,INC,390000108,2011,22867.440000000002,muni
Allerton,ULO,380000108,2006,3535.09,muni
Allerton,ULO,380000108,2007,3792.58,muni
Allerton,ULO,380000108,2008,4108.120000000001,muni
Allerton,ULO,380000108,2009,4158.7699999999995,muni
Allerton,ULO,380000108,2012,4247.14,muni
Allerton,ULO,380000108,2013,4613.86,muni
Allerton,ULO,380000108,2014,5095.63,muni
Allerton,ULO,380000108,2015,5879.48,muni
Allerton,ULO,380000108,2016,6717.53,muni
Allerton,ULO,380000108,2017,7175.01,muni
Allerton,ULO,380000108,2018,7654.33,muni
Allerton,ULO,380000108,2019,8847.26,muni
Allerton,ULO,380000108,2020,10182.79,muni
Allerton,ULO,380000108,2021,13091.04,muni
Allerton,ULO,390000108,2010,3509.4,muni
Allerton,ULO,390000108,2011,4172.59,muni
Alma,CUT,380000110,2020,79.12,muni
Alma,CUT,380000110,2021,314.01,muni
Alma,INC,380000110,2006,30484.940000000002,muni
Alma,INC,380000110,2007,33447.54,muni
Alma,INC,380000110,2008,36287.950000000004,muni
Alma,INC,380000110,2009,33361.189999999995,muni
Alma,INC,380000110,2012,27315.79,muni
Alma,INC,380000110,2013,30018.51,muni
Alma,INC,380000110,2014,30506.23,muni
Alma,INC,380000110,2015,32819.73,muni
Alma,INC,380000110,2016,32436.42,muni
Alma,INC,380000110,2017,30303.69,muni
Alma,INC,380000110,2018,28927.6,muni
Alma,INC,380000110,2019,33085.25,muni
Alma,INC,380000110,2020,31475.38,muni
Alma,INC,380000110,2021,41569.3,muni
Alma,INC,390000110,2010,29294.7,muni
Alma,INC,390000110,2011,29747.47,muni
Alma,ULO,380000110,2006,4657.17,muni
Alma,ULO,380000110,2007,4996.360000000001,muni
Alma,ULO,380000110,2008,5412.08,muni
Alma,ULO,380000110,2009,5478.820000000001,muni
Alma,ULO,380000110,2012,4670.48,muni
Alma,ULO,380000110,2013,5073.66,muni
Alma,ULO,380000110,2014,5603.43,muni
Alma,ULO,380000110,2015,6465.44,muni
Alma,ULO,380000110,2016,7386.79,muni
Alma,ULO,380000110,2017,7890.08,muni
Alma,ULO,380000110,2018,8417.11,muni
Alma,ULO,380000110,2019,9728.96,muni
Alma,ULO,380000110,2020,11197.73,muni
Alma,ULO,380000110,2021,14395.87,muni
Alma,ULO,390000110,2010,4623.33,muni
Alma,ULO,390000110,2011,5415.18,muni
Alorton,CUT,380000120,2020,495,muni
Alorton,CUT,380000120,2021,1964.53,muni
Alorton,INC,380000120,2006,217106.86,muni
Alorton,INC,380000120,2007,238205.74000000002,muni
Alorton,INC,380000120,2008,258434.58,muni
Alorton,INC,380000120,2009,237590.87,muni
Alorton,INC,380000120,2012,170896.7,muni
Alorton,INC,380000120,2013,187803.52,muni
Alorton,INC,380000120,2014,190853.36,muni
Alorton,INC,380000120,2015,205325.8,muni
Alorton,INC,380000120,2016,202928.22,muni
Alorton,INC,380000120,2017,189588.46,muni
Alorton,INC,380000120,2018,180977.23,muni
Alorton,INC,380000120,2019,206987.82,muni
Alorton,INC,380000120,2020,196913.26,muni
