local_gov,tax_type,vendor_num,fy_year,fy_total,local_gov_type
McHenry,ULO,280000056,2016,1510524.81,county
McHenry,ULO,280000056,2017,1613419.33,county
McHenry,ULO,280000056,2018,1721194.47,county
McHenry,ULO,280000056,2019,1989456.75,county
McHenry,ULO,280000056,2020,2289798.97,county
McHenry,ULO,280000056,2021,2943775.34,county
McHenry,ULO,290000111,2010,784646.07,county
McHenry,ULO,290000111,2011,933402.73,county
Mclean,CUT,380005081,2020,205.22,muni
Mclean,CUT,380005081,2021,814.46,muni
Mclean,INC,380005081,2006,63813.1,muni
Mclean,INC,380005081,2007,70014.59,muni
Mclean,INC,380005081,2008,75960.35,muni
Mclean,INC,380005081,2009,69833.88,muni
Mclean,INC,380005081,2012,70851.27,muni
Mclean,INC,380005081,2013,77860.78,muni
Mclean,INC,380005081,2014,79125.32,muni
Mclean,INC,380005081,2015,85125.29,muni
Mclean,INC,380005081,2016,84130.66,muni
Mclean,INC,380005081,2017,78600.59,muni
Mclean,INC,380005081,2018,75030.6,muni
Mclean,INC,380005081,2019,85814.18,muni
Mclean,INC,380005081,2020,81637.39,muni
Mclean,INC,380005081,2021,107817.9,muni
Mclean,INC,390005070,2010,61321.6,muni
Mclean,INC,390005070,2011,63225.43,muni
Mclean,ULO,380005081,2006,9748.8,muni
Mclean,ULO,380005081,2007,10458.78,muni
Mclean,ULO,380005081,2008,11328.97,muni
Mclean,ULO,380005081,2009,11468.67,muni
Mclean,ULO,380005081,2012,12113.91,muni
Mclean,ULO,380005081,2013,13159.71,muni
Mclean,ULO,380005081,2014,14533.77,muni
Mclean,ULO,380005081,2015,16769.71,muni
Mclean,ULO,380005081,2016,19159.84,muni
Mclean,ULO,380005081,2017,20464.86,muni
Mclean,ULO,380005081,2018,21831.87,muni
Mclean,ULO,380005081,2019,25234.44,muni
Mclean,ULO,380005081,2020,29043.98,muni
Mclean,ULO,380005081,2021,37339.07,muni
Mclean,ULO,390005070,2010,9677.91,muni
Mclean,ULO,390005070,2011,11542.27,muni
Mclean,CUT,280000057,2020,4797.79,county
Mclean,CUT,280000057,2021,19040.83,county
Mclean,INC,280000057,2006,1601185.32,county
Mclean,INC,280000057,2007,1752879.1300000001,county
Mclean,INC,280000057,2008,1901736.75,county
Mclean,INC,280000057,2009,1748354.54,county
Mclean,INC,280000057,2012,1656381.32,county
Mclean,INC,280000057,2013,1820248.75,county
Mclean,INC,280000057,2014,1849809.72,county
Mclean,INC,280000057,2015,1990079.62,county
Mclean,INC,280000057,2016,1966838.28,county
Mclean,INC,280000057,2017,1837548.08,county
Mclean,INC,280000057,2018,1754088.81,county
Mclean,INC,280000057,2019,2006194.79,county
Mclean,INC,280000057,2020,1908550.26,county
Mclean,INC,280000057,2021,2520608.56,county
Mclean,INC,290000113,2010,1535242.36,county
Mclean,INC,290000113,2011,1574693.6300000001,county
Mclean,ULO,280000057,2006,244643.91999999998,county
Mclean,ULO,280000057,2007,261845.93,county
Mclean,ULO,280000057,2008,283632.18,county
Mclean,ULO,280000057,2009,287129.75,county
Mclean,ULO,280000057,2012,283202.98,county
Mclean,ULO,280000057,2013,307653.04,county
Mclean,ULO,280000057,2014,339776.69,county
Mclean,ULO,280000057,2015,392048.1,county
Mclean,ULO,280000057,2016,447922.03,county
Mclean,ULO,280000057,2017,478433.71,county
Mclean,ULO,280000057,2018,510392.66,county
Mclean,ULO,280000057,2019,589941.54,county
Mclean,ULO,280000057,2020,679003.18,county
Mclean,ULO,280000057,2021,872929.39,county
Mclean,ULO,290000113,2010,242296.52,county
Mclean,ULO,290000113,2011,287196.25,county
Mcleansboro,CUT,380005080,2020,712.84,muni
Mcleansboro,CUT,380005080,2021,2829.05,muni
Mcleansboro,INC,380005080,2006,232586.26,muni
Mcleansboro,INC,380005080,2007,255189.47,muni
Mcleansboro,INC,380005080,2008,276860.63,muni
Mcleansboro,INC,380005080,2009,254530.78,muni
Mcleansboro,INC,380005080,2012,246101.63,muni
Mcleansboro,INC,380005080,2013,270448.71,muni
Mcleansboro,INC,380005080,2014,274840.82,muni
Mcleansboro,INC,380005080,2015,295681.57,muni
Mcleansboro,INC,380005080,2016,292228.21,muni
Mcleansboro,INC,380005080,2017,273018.65,muni
Mcleansboro,INC,380005080,2018,260618.27,muni
Mcleansboro,INC,380005080,2019,298076.03,muni
Mcleansboro,INC,380005080,2020,283568.39,muni
Mcleansboro,INC,380005080,2021,374506.72,muni
Mcleansboro,INC,390005080,2010,223505.25,muni
Mcleansboro,INC,390005080,2011,229595.53,muni
Mcleansboro,ULO,380005080,2006,35532.51,muni
Mcleansboro,ULO,380005080,2007,38120.28,muni
Mcleansboro,ULO,380005080,2008,41292,muni
Mcleansboro,ULO,380005080,2009,41801.189999999995,muni
Mcleansboro,ULO,380005080,2012,42077.65,muni
Mcleansboro,ULO,380005080,2013,45710.35,muni
Mcleansboro,ULO,380005080,2014,50483.14,muni
Mcleansboro,ULO,380005080,2015,58249.58,muni
Mcleansboro,ULO,380005080,2016,66551.19,muni
Mcleansboro,ULO,380005080,2017,71084.56,muni
Mcleansboro,ULO,380005080,2018,75832.93,muni
Mcleansboro,ULO,380005080,2019,87652.08,muni
Mcleansboro,ULO,380005080,2020,100884.67,muni
Mcleansboro,ULO,380005080,2021,129697.74,muni
Mcleansboro,ULO,390005080,2010,35274.219999999994,muni
Mcleansboro,ULO,390005080,2011,41885.86,muni
Mcnabb,CUT,380005082,2020,70.46,muni
Mcnabb,CUT,380005082,2021,279.64,muni
Mcnabb,INC,380005082,2006,24482.72,muni
Mcnabb,INC,380005082,2007,26861.980000000003,muni
Mcnabb,INC,380005082,2008,29143.17,muni
Mcnabb,INC,380005082,2009,26792.66,muni
Mcnabb,INC,380005082,2012,24327.92,muni
Mcnabb,INC,380005082,2013,26735,muni
Mcnabb,INC,380005082,2014,27169.35,muni
Mcnabb,INC,380005082,2015,29229.6,muni
Mcnabb,INC,380005082,2016,28888.27,muni
Mcnabb,INC,380005082,2017,26989.22,muni
Mcnabb,INC,380005082,2018,25763.41,muni
Mcnabb,INC,380005082,2019,29466.26,muni
Mcnabb,INC,380005082,2020,28031.86,muni
Mcnabb,INC,380005082,2021,37021.48,muni
Mcnabb,INC,390005082,2010,23526.809999999998,muni
Mcnabb,INC,390005082,2011,24057.59,muni
Mcnabb,ULO,380005082,2006,3740.2,muni
Mcnabb,ULO,380005082,2007,4012.6,muni
Mcnabb,ULO,380005082,2008,4346.48,muni
Mcnabb,ULO,380005082,2009,4400.07,muni
Mcnabb,ULO,380005082,2012,4159.57,muni
Mcnabb,ULO,380005082,2013,4518.72,muni
Mcnabb,ULO,380005082,2014,4990.58,muni
Mcnabb,ULO,380005082,2015,5758.22,muni
Mcnabb,ULO,380005082,2016,6578.95,muni
Mcnabb,ULO,380005082,2017,7027.09,muni
Mcnabb,ULO,380005082,2018,7496.52,muni
Mcnabb,ULO,380005082,2019,8664.86,muni
Mcnabb,ULO,380005082,2020,9972.95,muni
Mcnabb,ULO,380005082,2021,12821.29,muni
Mcnabb,ULO,390005082,2010,3713.03,muni
Mcnabb,ULO,390005082,2011,4385.13,muni
Mechanicsburg,CUT,380005430,2020,145.87,muni
Mechanicsburg,CUT,380005430,2021,578.96,muni
Mechanicsburg,INC,380005430,2006,36013.3,muni
Mechanicsburg,INC,380005430,2007,39513.159999999996,muni
Mechanicsburg,INC,380005430,2008,42868.719999999994,muni
Mechanicsburg,INC,380005430,2009,39411.15,muni
Mechanicsburg,INC,380005430,2012,50364.44,muni
Mechanicsburg,INC,380005430,2013,55346.9,muni
Mechanicsburg,INC,380005430,2014,56245.64,muni
Mechanicsburg,INC,380005430,2015,60510.59,muni
Mechanicsburg,INC,380005430,2016,59804.06,muni
Mechanicsburg,INC,380005430,2017,55872.65,muni
Mechanicsburg,INC,380005430,2018,53335.08,muni
Mechanicsburg,INC,380005430,2019,61000.86,muni
Mechanicsburg,INC,380005430,2020,58031.81,muni
Mechanicsburg,INC,380005430,2021,76642.18,muni
Mechanicsburg,INC,390005430,2010,34607.219999999994,muni
Mechanicsburg,INC,390005430,2011,36407.44,muni
Mechanicsburg,ULO,380005430,2006,5501.76,muni
Mechanicsburg,ULO,380005430,2007,5902.44,muni
Mechanicsburg,ULO,380005430,2008,6393.53,muni
Mechanicsburg,ULO,380005430,2009,6472.38,muni
Mechanicsburg,ULO,380005430,2012,8611.11,muni
Mechanicsburg,ULO,380005430,2013,9354.57,muni
Mechanicsburg,ULO,380005430,2014,10331.36,muni
Mechanicsburg,ULO,380005430,2015,11920.68,muni
Mechanicsburg,ULO,380005430,2016,13619.51,muni
Mechanicsburg,ULO,380005430,2017,14547.32,muni
Mechanicsburg,ULO,380005430,2018,15518.98,muni
Mechanicsburg,ULO,380005430,2019,17937.93,muni
Mechanicsburg,ULO,380005430,2020,20645.95,muni
Mechanicsburg,ULO,380005430,2021,26542.53,muni
Mechanicsburg,ULO,390005430,2010,5461.75,muni
Mechanicsburg,ULO,390005430,2011,6670.87,muni
Media,CUT,380005436,2020,26.46,muni
Media,CUT,380005436,2021,105,muni
Media,INC,380005436,2006,10266.91,muni
Media,INC,380005436,2007,11264.66,muni
Media,INC,380005436,2008,12221.28,muni
Media,INC,380005436,2009,11235.58,muni
Media,INC,380005436,2012,9133.37,muni
Media,INC,380005436,2013,10037.05,muni
Media,INC,380005436,2014,10200.15,muni
Media,INC,380005436,2015,10974.06,muni
Media,INC,380005436,2016,10846.1,muni
Media,INC,380005436,2017,10132.61,muni
Media,INC,380005436,2018,9672.45,muni
Media,INC,380005436,2019,11062.8,muni
Media,INC,380005436,2020,10524.29,muni
Media,INC,380005436,2021,13899.37,muni
Media,INC,390005436,2010,9866.04,muni
Media,INC,390005436,2011,10013.92,muni
Media,ULO,380005436,2006,1568.43,muni
Media,ULO,380005436,2007,1682.6799999999998,muni
Media,ULO,380005436,2008,1822.6899999999998,muni
Media,ULO,380005436,2009,1845.1599999999999,muni
Media,ULO,380005436,2012,1561.61,muni
Media,ULO,380005436,2013,1696.47,muni
Media,ULO,380005436,2014,1873.62,muni
Media,ULO,380005436,2015,2161.89,muni
Media,ULO,380005436,2016,2470.04,muni
Media,ULO,380005436,2017,2638.26,muni
Media,ULO,380005436,2018,2814.51,muni
Media,ULO,380005436,2019,3253.09,muni
Media,ULO,380005436,2020,3744.11,muni
Media,ULO,380005436,2021,4813.42,muni
Media,ULO,390005436,2010,1557.03,muni
Media,ULO,390005436,2011,1822.73,muni
Medora,CUT,380005440,2020,103.6,muni
Medora,CUT,380005440,2021,411.17,muni
Medora,INC,380005440,2006,39567.24,muni
Medora,INC,380005440,2007,43412.49,muni
Medora,INC,380005440,2008,47099.17,muni
Medora,INC,380005440,2009,43300.42,muni
Medora,INC,380005440,2012,35766.81,muni
Medora,INC,380005440,2013,39305.72,muni
Medora,INC,380005440,2014,39944.27,muni
Medora,INC,380005440,2015,42972.7,muni
Medora,INC,380005440,2016,42470.99,muni
Medora,INC,380005440,2017,39679.4,muni
Medora,INC,380005440,2018,37876.72,muni
Medora,INC,380005440,2019,43320.23,muni
Medora,INC,380005440,2020,41211.94,muni
Medora,INC,380005440,2021,54428.29,muni
Medora,INC,390005440,2010,38022.41,muni
Medora,INC,390005440,2011,38631.94,muni
Medora,ULO,380005440,2006,6044.7,muni
Medora,ULO,380005440,2007,6484.94,muni
Medora,ULO,380005440,2008,7024.49,muni
Medora,ULO,380005440,2009,7111.13,muni
Medora,ULO,380005440,2012,6115.38,muni
Medora,ULO,380005440,2013,6643.32,muni
Medora,ULO,380005440,2014,7336.91,muni
Medora,ULO,380005440,2015,8465.55,muni
Medora,ULO,380005440,2016,9672.16,muni
Medora,ULO,380005440,2017,10331.01,muni
Medora,ULO,380005440,2018,11021.19,muni
Medora,ULO,380005440,2019,12738.86,muni
Medora,ULO,380005440,2020,14661.8,muni
Medora,ULO,380005440,2021,18849.28,muni
Medora,ULO,390005440,2010,6000.78,muni
Medora,ULO,390005440,2011,7033.29,muni
Melrose Park,CUT,380005450,2020,6283.05,muni
Melrose Park,CUT,380005450,2021,24935.42,muni
Melrose Park,INC,380005450,2006,1843394.75,muni
Melrose Park,INC,380005450,2007,2022539.51,muni
Melrose Park,INC,380005450,2008,2194297.19,muni
Melrose Park,INC,380005450,2009,2017318.87,muni
Melrose Park,INC,380005450,2012,2169156.84,muni
Melrose Park,INC,380005450,2013,2383753.18,muni
Melrose Park,INC,380005450,2014,2422465.12,muni
Melrose Park,INC,380005450,2015,2606158.63,muni
Melrose Park,INC,380005450,2016,2575723.17,muni
Melrose Park,INC,380005450,2017,2406408.17,muni
Melrose Park,INC,380005450,2018,2297111.26,muni
Melrose Park,INC,380005450,2019,2627263.07,muni
Melrose Park,INC,380005450,2020,2499390.1,muni
Melrose Park,INC,380005450,2021,3300926.48,muni
Melrose Park,INC,390005450,2010,1771421.8,muni
Melrose Park,INC,390005450,2011,1834981.23,muni
Melrose Park,ULO,380005450,2006,281618.19,muni
Melrose Park,ULO,380005450,2007,302127.93000000005,muni
Melrose Park,ULO,380005450,2008,327265.77,muni
Melrose Park,ULO,380005450,2009,331301.37,muni
Melrose Park,ULO,380005450,2012,370875.7,muni
Melrose Park,ULO,380005450,2013,402894.85,muni
Melrose Park,ULO,380005450,2014,444963.16,muni
Melrose Park,ULO,380005450,2015,513416.49,muni
Melrose Park,ULO,380005450,2016,586587.54,muni
Melrose Park,ULO,380005450,2017,626544.99,muni
Melrose Park,ULO,380005450,2018,668397.75,muni
Melrose Park,ULO,380005450,2019,772572.84,muni
Melrose Park,ULO,380005450,2020,889205.79,muni
Melrose Park,ULO,380005450,2021,1143166.74,muni
Melrose Park,ULO,390005450,2010,279571.08,muni
Melrose Park,ULO,390005450,2011,335279.21,muni
Melvin,CUT,380005460,2020,111.77,muni
Melvin,CUT,380005460,2021,443.54,muni
Melvin,INC,380005460,2006,36724.1,muni
Melvin,INC,380005460,2007,40293.04,muni
Melvin,INC,380005460,2008,43714.78,muni
Melvin,INC,380005460,2009,40189.01,muni
Melvin,INC,380005460,2012,38583.83,muni
Melvin,INC,380005460,2013,42401.42,muni
Melvin,INC,380005460,2014,43090.23,muni
Melvin,INC,380005460,2015,46356.85,muni
Melvin,INC,380005460,2016,45815.79,muni
Melvin,INC,380005460,2017,42804.2,muni
Melvin,INC,380005460,2018,40860.08,muni
Melvin,INC,380005460,2019,46732.43,muni
Melvin,INC,380005460,2020,44457.87,muni
Melvin,INC,380005460,2021,58715.2,muni
Melvin,INC,390005460,2010,35290.25,muni
Melvin,INC,390005460,2011,36232.7,muni
Melvin,ULO,380005460,2006,5610.34,muni
Melvin,ULO,380005460,2007,6018.94,muni
Melvin,ULO,380005460,2008,6519.75,muni
Melvin,ULO,380005460,2009,6600.14,muni
Melvin,ULO,380005460,2012,6597.01,muni
Melvin,ULO,380005460,2013,7166.54,muni
Melvin,ULO,380005460,2014,7914.85,muni
Melvin,ULO,380005460,2015,9132.41,muni
Melvin,ULO,380005460,2016,10433.88,muni
Melvin,ULO,380005460,2017,11144.73,muni
Melvin,ULO,380005460,2018,11889.15,muni
Melvin,ULO,380005460,2019,13742.21,muni
Melvin,ULO,380005460,2020,15816.75,muni
Melvin,ULO,380005460,2021,20334.08,muni
Melvin,ULO,390005460,2010,5569.58,muni
Melvin,ULO,390005460,2011,6609.37,muni
Menard,CUT,280000065,2020,1707.32,county
Menard,CUT,280000065,2021,6775.76,county
Menard,INC,280000065,2006,525352.8600000001,county
Menard,INC,280000065,2007,576407.69,county
Menard,INC,280000065,2008,625357.2699999999,county
Menard,INC,280000065,2009,574919.8500000001,county
Menard,INC,280000065,2012,589430.58,county
Menard,INC,280000065,2013,647744,county
Menard,INC,280000065,2014,658263.6,county
Menard,INC,280000065,2015,708178.89,county
Menard,INC,280000065,2016,699908.86,county
Menard,INC,280000065,2017,653899.94,county
Menard,INC,280000065,2018,624200.08,county
Menard,INC,280000065,2019,713912.9,county
Menard,INC,280000065,2020,679165.42,county
Menard,INC,280000065,2021,896968.89,county
Menard,INC,290000129,2010,504841.12,county
Menard,INC,290000129,2011,520943.79000000004,county
Menard,ULO,280000065,2006,80258.90999999999,county
Menard,ULO,280000065,2007,86104.01,county
Menard,ULO,280000065,2008,93268.09,county
Menard,ULO,280000065,2009,94418.22,county
Menard,ULO,280000065,2012,100779.03,county
Menard,ULO,280000065,2013,109479.72,county
Menard,ULO,280000065,2014,120911.08,county
Menard,ULO,280000065,2015,139512.06,county
Menard,ULO,280000065,2016,159395.1,county
Menard,ULO,280000065,2017,170252.74,county
Menard,ULO,280000065,2018,181625.52,county
Menard,ULO,280000065,2019,209933.28,county
Menard,ULO,280000065,2020,241626.28,county
Menard,ULO,280000065,2021,310635.77,county
Menard,ULO,290000129,2010,79675.5,county
Menard,ULO,290000129,2011,95116.90999999999,county
Mendon,CUT,380005470,2020,235.64,muni
Mendon,CUT,380005470,2021,935.15,muni
Mendon,INC,380005470,2006,69736.36,muni
Mendon,INC,380005470,2007,76513.47,muni
Mendon,INC,380005470,2008,83011.14,muni
Mendon,INC,380005470,2009,76315.97,muni
Mendon,INC,380005470,2012,81350.43,muni
Mendon,INC,380005470,2013,89398.74,muni
Mendon,INC,380005470,2014,90850.74,muni
Mendon,INC,380005470,2015,97739.67,muni
Mendon,INC,380005470,2016,96597.94,muni
Mendon,INC,380005470,2017,90248.5,muni
Mendon,INC,380005470,2018,86149.46,muni
Mendon,INC,380005470,2019,98531.49,muni
Mendon,INC,380005470,2020,93735.88,muni
Mendon,INC,380005470,2021,123796.34,muni
Mendon,INC,390005470,2010,67013.59,muni
Mendon,INC,390005470,2011,69368.45999999999,muni
Mendon,ULO,380005470,2006,10653.67,muni
Mendon,ULO,380005470,2007,11429.56,muni
Mendon,ULO,380005470,2008,12380.55,muni
Mendon,ULO,380005470,2009,12533.2,muni
Mendon,ULO,380005470,2012,13909.05,muni
Mendon,ULO,380005470,2013,15109.91,muni
Mendon,ULO,380005470,2014,16687.61,muni
Mendon,ULO,380005470,2015,19254.84,muni
Mendon,ULO,380005470,2016,21999.06,muni
Mendon,ULO,380005470,2017,23497.57,muni
Mendon,ULO,380005470,2018,25067.19,muni
Mendon,ULO,380005470,2019,28974.22,muni
Mendon,ULO,380005470,2020,33348.44,muni
Mendon,ULO,380005470,2021,42872.91,muni
Mendon,ULO,390005470,2010,10576.230000000001,muni
Mendon,ULO,390005470,2011,12672.96,muni
Mendota,CUT,380005480,2020,1822.79,muni
Mendota,CUT,380005480,2021,7234.04,muni
Mendota,INC,380005480,2006,574318.39,muni
Mendota,INC,380005480,2007,630131.81,muni
Mendota,INC,380005480,2008,683643.71,muni
Mendota,INC,380005480,2009,628505.2899999999,muni
Mendota,INC,380005480,2012,629295.85,muni
Mendota,INC,380005480,2013,691552.11,muni
Mendota,INC,380005480,2014,702782.61,muni
Mendota,INC,380005480,2015,756074.01,muni
Mendota,INC,380005480,2016,747244.34,muni
Mendota,INC,380005480,2017,698124.57,muni
Mendota,INC,380005480,2018,666416.36,muni
Mendota,INC,380005480,2019,762197.07,muni
Mendota,INC,380005480,2020,725099.99,muni
Mendota,INC,380005480,2021,957634.34,muni
Mendota,INC,390005480,2010,551894.87,muni
Mendota,INC,390005480,2011,568444.2799999999,muni
Mendota,ULO,380005480,2006,87739.45999999999,muni
Mendota,ULO,380005480,2007,94129.35,muni
Mendota,ULO,380005480,2008,101961.18000000001,muni
Mendota,ULO,380005480,2009,103218.48,muni
Mendota,ULO,380005480,2012,107594.96,muni
Mendota,ULO,380005480,2013,116884.02,muni
Mendota,ULO,380005480,2014,129088.43,muni
Mendota,ULO,380005480,2015,148947.61,muni
Mendota,ULO,380005480,2016,170175.37,muni
Mendota,ULO,380005480,2017,181767.35,muni
Mendota,ULO,380005480,2018,193909.29,muni
Mendota,ULO,380005480,2019,224131.61,muni
Mendota,ULO,380005480,2020,257968.14,muni
Mendota,ULO,380005480,2021,331644.94,muni
Mendota,ULO,390005480,2010,87101.66,muni
Mendota,ULO,390005480,2011,103754.32,muni
Menominee,CUT,380005485,2020,61.33,muni
Menominee,CUT,380005485,2021,243.35,muni
Menominee,INC,380005485,2006,18717.41,muni
Menominee,INC,380005485,2007,20536.420000000002,muni
Menominee,INC,380005485,2008,22280.420000000002,muni
Menominee,INC,380005485,2009,20483.41,muni
Menominee,INC,380005485,2012,21170.29,muni
Menominee,INC,380005485,2013,23264.18,muni
Menominee,INC,380005485,2014,23641.73,muni
Menominee,INC,380005485,2015,25434.74,muni
Menominee,INC,380005485,2016,25137.56,muni
Menominee,INC,380005485,2017,23485.29,muni
Menominee,INC,380005485,2018,22418.64,muni
Menominee,INC,380005485,2019,25641.17,muni
Menominee,INC,380005485,2020,24393.33,muni
Menominee,INC,380005485,2021,32216.08,muni
Menominee,INC,390005485,2010,17986.62,muni
Menominee,INC,390005485,2011,18572.2,muni
Menominee,ULO,380005485,2006,2859.42,muni
Menominee,ULO,380005485,2007,3067.69,muni
Menominee,ULO,380005485,2008,3322.94,muni
Menominee,ULO,380005485,2009,3363.9100000000003,muni
Menominee,ULO,380005485,2012,3619.64,muni
Menominee,ULO,380005485,2013,3932.08,muni
Menominee,ULO,380005485,2014,4342.63,muni
Menominee,ULO,380005485,2015,5010.75,muni
Menominee,ULO,380005485,2016,5724.76,muni
Menominee,ULO,380005485,2017,6114.82,muni
Menominee,ULO,380005485,2018,6523.26,muni
Menominee,ULO,380005485,2019,7540.02,muni
Menominee,ULO,380005485,2020,8678.4,muni
Menominee,ULO,380005485,2021,11156.98,muni
Menominee,ULO,390005485,2010,2838.65,muni
Menominee,ULO,390005485,2011,3391.36,muni
Mercer,CUT,280000066,2020,1792.37,county
Mercer,CUT,280000066,2021,7113.32,county
Mercer,INC,280000066,2006,604961.3600000001,county
Mercer,INC,280000066,2007,663752.7,county
Mercer,INC,280000066,2008,720119.7699999999,county
Mercer,INC,280000066,2009,662039.42,county
Mercer,INC,280000066,2012,618795.59,county
Mercer,INC,280000066,2013,680013.72,county
Mercer,INC,280000066,2014,691057.2,county
Mercer,INC,280000066,2015,743459.61,county
Mercer,INC,280000066,2016,734777.07,county
Mercer,INC,280000066,2017,686476.19,county
Mercer,INC,280000066,2018,655297.17,county
Mercer,INC,280000066,2019,749479.7,county
Mercer,INC,280000066,2020,713001.48,county
Mercer,INC,280000066,2021,941655.92,county
Mercer,INC,290000131,2010,581341.4500000001,county
Mercer,INC,290000131,2011,595691.61,county
Mercer,ULO,280000066,2006,92420.82,county
Mercer,ULO,280000066,2007,99151.67000000001,county
Mercer,ULO,280000066,2008,107401.34,county
Mercer,ULO,280000066,2009,108725.75,county
Mercer,ULO,280000066,2012,105799.79,county
Mercer,ULO,280000066,2013,114933.91,county
Mercer,ULO,280000066,2014,126934.76,county
Mercer,ULO,280000066,2015,146462.36,county
Mercer,ULO,280000066,2016,167335.96,county
Mercer,ULO,280000066,2017,178734.63,county
Mercer,ULO,280000066,2018,190673.94,county
Mercer,ULO,280000066,2019,220392.08,county
Mercer,ULO,280000066,2020,253664.04,county
Mercer,ULO,280000066,2021,326111.57,county
Mercer,ULO,290000131,2010,91749,county
Mercer,ULO,290000131,2011,108623.65000000001,county
Meredosia,CUT,380005490,2020,258.13,muni
Meredosia,CUT,380005490,2021,1024.47,muni
Meredosia,INC,380005490,2006,82214.67000000001,muni
Meredosia,INC,380005490,2007,90204.45,muni
Meredosia,INC,380005490,2008,97864.79,muni
Meredosia,INC,380005490,2009,89971.62000000001,muni
Meredosia,INC,380005490,2012,89119.09,muni
Meredosia,INC,380005490,2013,97935.33,muni
Meredosia,INC,380005490,2014,99525.57,muni
Meredosia,INC,380005490,2015,107073.03,muni
Meredosia,INC,380005490,2016,105822.84,muni
Meredosia,INC,380005490,2017,98866.18,muni
Meredosia,INC,380005490,2018,94376.07,muni
Meredosia,INC,380005490,2019,107939.88,muni
Meredosia,INC,380005490,2020,102685.99,muni
Meredosia,INC,380005490,2021,135616.63,muni
Meredosia,INC,390005490,2010,79004.7,muni
Meredosia,INC,390005490,2011,81306.23999999999,muni
Meredosia,ULO,380005490,2006,12560.01,muni
Meredosia,ULO,380005490,2007,13474.740000000002,muni
Meredosia,ULO,380005490,2008,14595.869999999999,muni
Meredosia,ULO,380005490,2009,14775.859999999999,muni
Meredosia,ULO,380005490,2012,15237.26,muni
Meredosia,ULO,380005490,2013,16552.79,muni
Meredosia,ULO,380005490,2014,18281.17,muni
Meredosia,ULO,380005490,2015,21093.5,muni
Meredosia,ULO,380005490,2016,24099.75,muni
Meredosia,ULO,380005490,2017,25741.36,muni
Meredosia,ULO,380005490,2018,27460.8,muni
Meredosia,ULO,380005490,2019,31740.78,muni
Meredosia,ULO,380005490,2020,36532.52,muni
Meredosia,ULO,380005490,2021,46966.39,muni
Meredosia,ULO,390005490,2010,12468.69,muni
Meredosia,ULO,390005490,2011,14837.97,muni
Merrionette Park,CUT,380005500,2020,469.8,muni
Merrionette Park,CUT,380005500,2021,1864.44,muni
Merrionette Park,INC,380005500,2006,157874.34,muni
Merrionette Park,INC,380005500,2007,173216.86,muni
Merrionette Park,INC,380005500,2008,187926.77000000002,muni
Merrionette Park,INC,380005500,2009,172769.76,muni
Merrionette Park,INC,380005500,2012,162189.37,muni
Merrionette Park,INC,380005500,2013,178234.67,muni
Merrionette Park,INC,380005500,2014,181129.08,muni
Merrionette Park,INC,380005500,2015,194864.42,muni
Merrionette Park,INC,380005500,2016,192588.65,muni
Merrionette Park,INC,380005500,2017,179928.9,muni
Merrionette Park,INC,380005500,2018,171756.62,muni
Merrionette Park,INC,380005500,2019,196442.7,muni
Merrionette Park,INC,380005500,2020,186881.63,muni
Merrionette Park,INC,380005500,2021,246813.23,muni
Merrionette Park,INC,390005500,2010,151710.33,muni
Merrionette Park,INC,390005500,2011,155504.54,muni
Merrionette Park,ULO,380005500,2006,24118.649999999998,muni
Merrionette Park,ULO,380005500,2007,25875.18,muni
Merrionette Park,ULO,380005500,2008,28028.06,muni
Merrionette Park,ULO,380005500,2009,28373.68,muni
Merrionette Park,ULO,380005500,2012,27730.71,muni
Merrionette Park,ULO,380005500,2013,30124.75,muni
Merrionette Park,ULO,380005500,2014,33270.19,muni
Merrionette Park,ULO,380005500,2015,38388.53,muni
Merrionette Park,ULO,380005500,2016,43859.53,muni
Merrionette Park,ULO,380005500,2017,46847.27,muni
Merrionette Park,ULO,380005500,2018,49976.66,muni
Merrionette Park,ULO,380005500,2019,57765.9,muni
Merrionette Park,ULO,380005500,2020,66486.74,muni
Merrionette Park,ULO,380005500,2021,85475.6,muni
Merrionette Park,ULO,390005500,2010,23943.34,muni
Merrionette Park,ULO,390005500,2011,28357.68,muni
Metamora,CUT,380005510,2020,899.03,muni
Metamora,CUT,380005510,2021,3567.96,muni
Metamora,INC,380005510,2006,239768.02,muni
Metamora,INC,380005510,2007,268013.94,muni
Metamora,INC,380005510,2008,290774.18,muni
Metamora,INC,380005510,2009,267322.14999999997,muni
Metamora,INC,380005510,2012,310379.15,muni
Metamora,INC,380005510,2013,341085.3,muni
Metamora,INC,380005510,2014,346624.59,muni
Metamora,INC,380005510,2015,372908.97,muni
Metamora,INC,380005510,2016,368553.88,muni
Metamora,INC,380005510,2017,344327.15,muni
Metamora,INC,380005510,2018,328688.39,muni
Metamora,INC,380005510,2019,375929.12,muni
Metamora,INC,380005510,2020,357632.33,muni
Metamora,INC,380005510,2021,472322.45,muni
Metamora,INC,390005510,2010,234737.41999999998,muni
Metamora,INC,390005510,2011,244763.87999999998,muni
Metamora,ULO,380005510,2006,36516.64,muni
Metamora,ULO,380005510,2007,40036.01,muni
Metamora,ULO,380005510,2008,43367.11,muni
Metamora,ULO,380005510,2009,43901.880000000005,muni
Metamora,ULO,380005510,2012,53067.78,muni
Metamora,ULO,380005510,2013,57649.26,muni
