district number,county,fy_min,fy_max,name,names,pop
0901000402600,010,1997,2019,champaign cusd 4,"champaign community,champaign comm unit sch dist 4,champaign cusd 4",8414.36
0901000702600,010,1997,2019,tolono cusd 7,"community unit schoo,tolono c u school dist 7,tolono cusd 7",1519.6
0901000802600,010,1997,2019,heritage cusd 8,"heritage community u,heritage comm unit sch dist 8,heritage cusd 8",366.21
0901011602200,010,1997,2019,urbana sd 116,"urbana school distri,urbana school dist 116,urbana sd 116",3697.58
0901013000400,010,1997,2019,thomasboro ccsd 130,"thomasboro community,thomasboro c c school dist 130,thomasboro ccsd 130",136.19
0901013700200,010,1997,2019,rantoul city sd 137,"rantoul city school,rantoul city schools,rantoul city school dist 137,rantoul city sd 137",1538.34
0901014200400,010,1997,2019,ludlow ccsd 142,"ludlow community con,ludlow c c school dist 142,ludlow ccsd 142",53.75
0901016900400,010,1997,2019,st joseph ccsd 169,"st. joseph community,st joseph c c school dist 169,st joseph ccsd 169",787.35
0901018800400,010,1997,2019,gifford ccsd 188,"gifford community co,gifford  community c,gifford c c school dist 188,gifford ccsd 188",175.02
0901019200400,010,1997,2006,prairieview ccd 192,"prairieview communit,prairieview comm con,prairieview comm cons dist 192,prairieview ccd 192",135.52
0901019301700,010,1997,2019,rantoul township hsd 193,"rantoul township hig,rantoul township h s dist 193,rantoul township hsd 193",631.56
0901019700400,010,2007,2019,prairieview-ogden ccsd 197,prairieview-ogden ccsd 197,246.04
0901021200400,010,1997,2006,ogden ccsd 212,"ogden community cons,ogden comm cons sch dist 212,ogden ccsd 212",136.02
0901030501600,010,1997,2019,st joseph ogden chsd 305,"st. joseph-odgen com,st. joseph-ogden com,st joseph ogden c h s dist 305,st joseph ogden chsd 305",433.73
0902700502600,027,1997,2019,gibson city-melvin-sibley cusd 5,"gibson city - melvin,gibson city-melvin-s,gibson city-melvin-sibley cusd 5",926.46
0902701002600,027,1997,2019,paxton-buckley-loda cud 10,"paxton-buckley-loda,paxton - buckley lod,paxton-buckley-loda cu dist 10,paxton-buckley-loda cud 10",1229.18
1001100102600,011,1997,2014,morrisonville cusd 1,"morrisonville commun,morrisonville,morrisonville c u sch dist 1,morrisonville cusd 1",319.73
1001100302600,011,1997,2014,taylorville cusd 3,"taylorville communit,taylorville c u sch dist 3,taylorville cusd 3",2414.11
1001100402600,011,1997,2014,edinburg cusd 4,"edinburg community u,edinburg,edinburg c u sch dist 4,edinburg cusd 4",250.23
1001100802600,011,1997,2014,pana cusd 8,"pana community unit,pana comm unit school dist 8,pana cusd 8",1245.68
1001101402400,011,1997,2014,south fork sd 14,"south fork school di,south fork community,south fork school district 14,south fork sd 14",324.96
1006800202600,068,1997,2014,panhandle cusd 2,"panhandle community,panhandle comm unit sch dist 2,panhandle cusd 2",480.27
1006800302600,068,1997,2014,hillsboro cusd 3,"hillsboro community,hillsboro comm unit sch dist 3,hillsboro cusd 3",1611.67
1006801202600,068,1997,2014,litchfield cusd 12,"litchfield community,litchfield c u school dist 12,litchfield cusd 12",1498.38
1006802202600,068,1997,2014,nokomis cusd 22,"nokomis cu sch,nokomis community un,nokomis comm unit sch dist 22,nokomis cusd 22",600.23
1006806602200,068,1997,1997,witt unit school dis,witt unit school dis,157.42
11012002C2600,012,1997,2019,marshall cusd 2c,"marshall community u,marshall c u school dist 2c,marshall cusd 2c",1199.8
11012003C2600,012,1997,2019,martinsville cusd 3c,"martinsville cusd,martinsville c u sch dist 3c,martinsville cusd 3c",377.69
11012004C2600,012,1997,2019,casey-westfield cusd 4c,"casey-westfield,casey-westfield c u sch dist 4c,casey-westfield cusd 4c",844.91
1101500102600,015,1997,2019,charleston cusd 1,"community unit,community unit distr,charleston c u school dist 1,charleston cusd 1",2365.73
1101500202600,015,1997,2019,mattoon cusd 2,"community unit schoo,mattoon community un,mattoon c u school dist 2,mattoon cusd 2",2945.32
1101500502600,015,1997,2019,oakland cusd 5,"oakland community un,oakland c u school dist 5,oakland cusd 5",244.08
1101800302600,018,1997,2019,neoga cusd 3,"neoga community unit,neoga comm unit school dist 3,neoga cusd 3",507.86
1101807702600,018,1997,2019,cumberland cusd 77,"cumberland cu,cumberland cusd,cumberland cusd 77,cumberland community,cumberland c u school dist 77",902.65
1102130102600,021,1997,2019,tuscola cusd 301,"tuscola community un,tuscola c u school dist 301,tuscola cusd 301",783.16
1102130202600,021,1997,2019,villa grove cusd 302,"villa grove cu sch,villa grove communit,villa grove communti,villa grove c u sch dist 302,villa grove cusd 302",592.81
1102130502600,021,1997,2019,arthur cusd 305,"arthur community uni,arthur c u school dist 305,arthur cusd 305",1097.68
1102130602600,021,1997,2019,arcola cusd 306,"arcola community uni,arcola c u school district 306,arcola cusd 306",668.41
1102300102600,023,1997,2019,shiloh cusd 1,"shiloh cu sch,shiloh community uni,shiloh comm unit sch dist 1,shiloh cusd 1",346.26
1102300302600,023,1997,2019,kansas cusd 3,"kansas community uni,kansas comm unit school dist 3,kansas cusd 3",182.47
1102300402600,023,1997,2019,paris cusd 4,"paris cusd,crestwood,paris comm unit scho,paris comm unit school dist 4,paris cusd 4",465.08
1102300602600,023,1997,2019,edgar county cud 6,"community unit schoo,edgar county c u dist 6,edgar county cud 6",306.44
1102309502500,023,1997,2019,paris-union sd 95,"paris union school d,paris-union school dist 95,paris-union sd 95",853.43
1107030002600,070,1997,2019,sullivan cusd 300,"sullivan community u,sullivan c u school dist 300,sullivan cusd 300",1096.23
1107030102600,070,1997,2001,bethany c u school dist 301,"bethany community un,bethany c u school dist 301",337.59
1107030202600,070,2002,2019,okaw valley cusd 302,"okaw valley cusd 302,okaw valley c u s d 302",468.08
1107030302600,070,1997,2012,lovington cusd 303,"lovington community,lovington c u school dist 303,lovington cusd 303",276.22
1108700102600,087,1997,2019,windsor cusd 1,"windsor community un,windsor comm unit sch dist 1,windsor cusd 1",344.89
1108700202600,087,1997,2001,findlay comm unit sch dist 2,"findlay community un,findlay comm unit sch dist 2",195.4
11087003A2600,087,1999,2019,cowden-herrick cusd 3a,"cowden-herrick commu,cowden-herrick cud 3a,cowden-herrick cusd 3a",321.72
1108700402600,087,1997,2019,shelbyville cusd 4,"shelbyville communit,shelbyville c u school dist 4,shelbyville cusd 4",1067.3
11087005A2600,087,1997,2019,stewardson-strasburg cud 5a,"stewardson-strasburg,stewardson-strasburg cu dist 5a,stewardson-strasburg cud 5a",346.73
1108700602600,087,1999,2003,tower hill cusd 6,"tower hill community,tower hill cusd 6",197.35
1108701000400,087,1997,1998,tower hill community,tower hill community,167.96
1108701100400,087,1997,1998,cowden-herrick commu,cowden-herrick commu,343.86
1108702102600,087,1997,2019,central a & m cud 21,"central a & m commun,central a&m communit,central a & m c u dist #21,central a & m cud 21",646.55
1108718501600,087,1997,1998,tower hill community,tower hill community,68.38
1108718801600,087,1997,1998,cowden-herrick commu,cowden-herrick commu,139.3
1201301002600,013,1997,2019,clay city cusd 10,"clay city cu,clay city community,clay city comm unit dist 10,clay city cud 10,clay city cusd 10",277.9
1201302502600,013,1997,2019,north clay cusd 25,"north clay community,north clay c u school district 25,north clay cusd 25",481.01
1201303502600,013,1997,2019,flora cusd 35,"flora cu sch,flora comm unit sch,flora community unit,flora comm unit sch dist 35,flora cusd 35",1250.26
1201700102600,017,1997,2019,hutsonville cusd 1,"hutsonville communit,hutsonville c u school dist 1,hutsonville cusd 1",287.45
1201700202600,017,1997,2019,robinson cusd 2,"robinson community u,community unit schoo,robinson c u school dist 2,robinson cusd 2",1452.37
1201700302600,017,1997,2019,palestine cusd 3,"palestine community,palestine c u school dist 3,palestine cusd 3",259.43
1201700402600,017,1997,2019,oblong cusd 4,"oblong community uni,oblong c u school dist 4,oblong cusd 4",516.76
1204000102600,040,1997,2019,jasper county cud 1,"jasper county cu,jasper co comm unit,jasper county commun,jasper county comm unit dist 1,jasper county cud 1",1176.28
1205101002600,051,1997,2019,red hill cusd 10,"red hill community u,red hill c u school dist 10,red hill cusd 10",886.2
1205102002600,051,1997,2019,lawrence county cud 20,"community unit schoo,lawrence co c u district 20,lawrence county cud 20",1001.02
1208000102600,080,1997,2019,richland county cusd 1,"east richland cu,east richland commun,east richland c u sch dist 1,east richland cusd 1,richland county cusd 1",2070.52
1208000202600,080,1997,2014,west richland cusd 2,"west richland cu sch,west richland commun,west richland c u sch district 2,west richland cusd 2",318.88
1301400102600,014,1997,2019,carlyle cusd 1,"carlyle community un,carlyle c u school district 1,carlyle cusd 1",942.2
1301400302600,014,1997,2019,wesclin cusd 3,"wesclin community un,wesclin c u school district 3,wesclin cusd 3",1256.7
1301401200400,014,1997,2019,breese esd 12,"breese elementary sc,breese school district 12,breese sd 12,breese esd 12",559.62
1301402100200,014,1997,2019,aviston sd 21,"avitson elementary s,aviston elementary s,aviston school district 21,aviston sd 21",323.88
1301404600200,014,1997,2019,willow grove sd 46,"willow grove school,willow grove school district 46,willow grove sd 46",154.23
1301405700200,014,1997,2019,bartelso sd 57,"bartelso school,bartelso school district 57,bartelso sd 57",154.52
1301406000200,014,1997,2019,germantown sd 60,"germantown elementar,germantown school,germantown school district 60,germantown sd 60",225.37
1301406200200,014,1997,2019,damiansville sd 62,"damiansville element,damiansville school district 62,damiansville sd 62",82.5
1301406300200,014,1997,2019,albers sd 63,"albers community sch,albers school district 63,albers sd 63",184.95
1301407101600,014,1997,2019,central chsd 71,"central community hi,central community h s dist 71,central chsd 71",574.48
1301414150200,014,1997,2019,st rose sd 14-15,"st. rose school,st rose school district 14-15,st rose sd 14-15",160.07
1301418600200,014,1997,2019,north wamac sd 186,"north wamac school,north wamac sd,north wamac school district 186,north wamac sd 186",108.43
1304100102600,041,2015,2019,waltonville cusd 1,waltonville cusd 1,332.35
1304100200400,041,2015,2019,rome ccsd 2,rome ccsd 2,363.34
1304100300400,041,2015,2019,field ccsd 3,field ccsd 3,211.92
1304100400400,041,2015,2015,woodlawn ccsd 4,woodlawn ccsd 4,305.32
1304100500400,041,2015,2019,opdyke-belle-rive ccsd 5,opdyke-belle-rive ccsd 5,115.47
1304100600400,041,2015,2019,grand prairie ccsd 6,grand prairie ccsd 6,70.42
1304100700400,041,2015,2015,dodds ccsd 7,dodds ccsd 7,125.34
1304100800400,041,2015,2015,ina ccsd 8,ina ccsd 8,105.88
1304101200400,041,2015,2019,mcclellan ccsd 12,mcclellan ccsd 12,55.93
1304107900200,041,2015,2019,summersville sd 79,summersville sd 79,257.21
1304108000200,041,2015,2019,mount vernon sd 80,mount vernon sd 80,1416.9
1304108200200,041,2015,2019,bethel sd 82,bethel sd 82,166.99
1304109900400,041,2015,2019,farrington ccsd 99,farrington ccsd 99,57.56
1304111400400,041,2015,2015,bluford ccsd 114,bluford ccsd 114,240.19
1304117800400,041,2016,2019,spring garden ccsd 178,spring garden ccsd 178,226.4
1304120101700,041,2015,2019,mt vernon twp hsd 201,mt vernon twp hsd 201,951.06
1304120401700,041,2015,2015,webber twp hsd 204,webber twp hsd 204,119.9
1304120501600,041,2015,2015,woodlawn chsd 205,woodlawn chsd 205,152.92
1304120902700,041,2016,2019,woodlawn unit school district 209,"woodlawn unit school district 209,woodlawn unit school district 209**",466.03
1304131802700,041,2016,2019,bluford unit school district 318,"bluford unit school district 318,bluford unit school district 318**",331.04
1305800100300,058,1997,2019,raccoon cons sd 1,"raccoon cons school,raccoon consolidated,raccoon cons school dist 1,raccoon cons sd 1",238.64
1305800200300,058,1997,2019,kell cons sd 2,"kell consolidated sc,kell consolidated school dist 2,kell cons sd 2",88.35
1305800700400,058,1997,2019,iuka ccsd 7,"iuka community conso,iuka comm cons school dist 7,iuka ccsd 7",207.4
1305801000400,058,1997,2019,selmaville ccsd 10,"selmaville cu,selmaville community,selmaville c c sch dist 10,selmaville ccsd 10",270.19
1305810002600,058,1997,2019,patoka cusd 100,"patoka community uni,patoka comm unit sch dist 100,patoka cusd 100",230.84
1305811100200,058,1997,2019,salem sd 111,"salem elementary sch,salem school dist 111,salem sd 111",928.92
1305812200200,058,1997,2011,odin sd 122,"odin elementary scho,odin school dist 122,odin sd 122",205.14
1305813300200,058,1997,2019,central city sd 133,"central city school,central city school dist 133,central city sd 133",322.4
1305813500200,058,1997,2019,centralia sd 135,"centralia city schoo,centralia school dist 135,centralia sd 135",1146.69
1305820001700,058,1997,2019,centralia hsd 200,"centralia high schoo,centralia h s dist 200,centralia hsd 200",780.01
1305840102600,058,1997,2019,south central cud 401,"south central commun,south central comm unit dist 401,south central cud 401",585.87
1305850102600,058,1997,2019,sandoval cusd 501,"sandoval communityun,sandoval community u,sandoval c u school dist 501,sandoval cusd 501",456.61
1305860001600,058,1997,2019,salem chsd 600,"salem community high,salem comm h s dist 600,salem chsd 600",578
1305870001600,058,1997,2011,odin chsd 700,"odin community high,odin comm h s dist 700,odin chsd 700",69.43
1305872202600,058,2012,2019,odin psd 722,odin psd 722,218.6
1309500100400,095,1997,2019,oakdale ccsd 1,"oakdale community co,oakdale c c school district 1,oakdale ccsd 1",64.06
1309501002600,095,1997,2019,west washington co cud 10,"west washington co,west washington comm,west washington coun,west washington co c u dist 10,west washington co cud 10",488.23
1309501100400,095,1997,2019,irvington ccsd 11,"irvington consolidat,irvington c c sch,irvington c c sch district 11,irvington ccsd 11",59.08
1309501500400,095,1997,2019,ashley ccsd 15,"ashley community con,ashley c c sch district 15,ashley ccsd 15",141.6
1309502900300,095,1997,2015,hoyleton cons sd 29,"hoyleton consolidate,hoyleton  consolidat,hoyleton cons sch district 29,hoyleton cons sd 29",37.22
1309504900400,095,1997,2019,nashville ccsd 49,"nashville school dis,nashville c c sch district 49,nashville ccsd 49",509.72
1309509901600,095,1997,2019,nashville chsd 99,"nashville community,nashville comm h s district 99,nashville chsd 99",390.07
1401601500400,016,2002,2007,palatine ccsd 15,"palatine c c school dist 15,palatine ccsd 15",11391.75
1401602100400,016,2002,2007,wheeling ccsd 21,"wheeling c c school dist 21,wheeling ccsd 21",5829.46
1401602300200,016,2002,2007,prospect heights sd 23,"prospect heights school dist 23,prospect heights sd 23",1399.28
1401602500200,016,2002,2007,arlington heights sd 25,"arlington heights sch dist 25,arlington heights sd 25",4579.45
1401602600200,016,2002,2007,river trails sd 26,"river trails school dist 26,river trails sd 26",1487.9
1401602700200,016,2002,2007,northbrook esd 27,"northbrook elem school dist 27,northbrook esd 27",1175.91
1401602800200,016,2002,2007,northbrook sd 28,"northbrook school dist 28,northbrook sd 28",1554.91
1401602900200,016,2002,2007,sunset ridge sd 29,"sunset ridge school dist 29,sunset ridge sd 29",474.32
1401603000200,016,2002,2007,northbrook/glenview sd 30,"northbrook/glenview sch dist 30,northbrook/glenview sd 30",972.26
1401603100200,016,2002,2007,west northfield sd 31,"west northfield school dist 31,west northfield sd 31",830.33
1401603400400,016,2002,2007,glenview ccsd 34,"glenview c c school dist 34,glenview ccsd 34",3782.35
1401603500200,016,2002,2007,glencoe sd 35,"glencoe school dist 35,glencoe sd 35",1298.27
1401603600200,016,2002,2007,winnetka sd 36,"winnetka school dist 36,winnetka sd 36",1866.62
1401603700200,016,2002,2007,avoca sd 37,"avoca school dist 37,avoca sd 37",661.38
1401603800200,016,2002,2007,kenilworth sd 38,"kenilworth school dist 38,kenilworth sd 38",485.89
1401603900200,016,2002,2007,wilmette sd 39,"wilmette school dist 39,wilmette sd 39",3277.56
1401605400400,016,2002,2007,schaumburg ccsd 54,"schaumburg c c school dist 54,schaumburg ccsd 54",12727.4
1401605700200,016,2002,2007,mount prospect sd 57,"mount prospect school dist 57,mount prospect sd 57",1853.85
1401605900400,016,2002,2007,comm cons sd 59,"comm cons sch dist 59,comm cons sd 59",5467.48
1401606200400,016,2002,2007,ccsd 62,"des plaines c c sch dist 62,comm consolidated sch dist 62,ccsd 62",4183.53
1401606300200,016,2002,2007,east maine sd 63,"east maine school dist 63,east maine sd 63",3189.22
1401606400400,016,2002,2007,park ridge ccsd 64,"park ridge c c school dist 64,park ridge ccsd 64",4158.57
1401606500400,016,2002,2007,evanston ccsd 65,"evanston c c school dist 65,evanston ccsd 65",5887.91
1401606700200,016,2002,2007,golf esd 67,"golf elem school dist 67,golf esd 67",487.99
1401606800200,016,2002,2007,skokie sd 68,"skokie school dist 68,skokie sd 68",1518.07
1401606900200,016,2002,2007,skokie sd 69,"skokie school dist 69,skokie sd 69",1297.04
1401607000200,016,2002,2007,morton grove sd 70,"morton grove school dist 70,morton grove sd 70",718.38
1401607100200,016,2002,2007,niles esd 71,"niles elem school dist 71,niles esd 71",474.88
1401607200200,016,2002,2007,fairview sd 72,"skokie fairview school dist 72,fairview school dist 72,fairview sd 72",554.07
1401607300200,016,2002,2007,east prairie sd 73,"east prairie school dist 73,east prairie sd 73",416.75
1401607350200,016,2002,2007,skokie sd 73-5,"skokie school dist 73-5,skokie sd 73-5",995.31
1401607400200,016,2002,2007,lincolnwood sd 74,"lincolnwood school dist 74,lincolnwood sd 74",1115.66
1401607800200,016,2002,2007,rosemont esd 78,"rosemont elem school dist 78,rosemont esd 78",223.71
1401607900200,016,2002,2007,pennoyer sd 79,"pennoyer school dist 79,pennoyer sd 79",351.51
1401608000200,016,2002,2007,norridge sd 80,"norridge school dist 80,norridge sd 80",961.51
1401608100200,016,2002,2007,schiller park sd 81,"schiller park school dist 81,schiller park sd 81",1075.44
1401608300200,016,2002,2007,mannheim sd 83,"mannheim school dist 83,mannheim sd 83",2487.2
1401608400200,016,2002,2007,franklin park sd 84,"franklin park school dist 84,franklin park sd 84",1185.84
1401608450200,016,2002,2007,rhodes sd 84-5,"rhodes school dist 84-5,rhodes sd 84-5",566.13
1401608550200,016,2002,2007,river grove sd 85-5,"river grove school dist 85-5,river grove sd 85-5",520.54
1401608600200,016,2002,2007,union ridge sd 86,"union ridge school dist 86,union ridge sd 86",503.37
1401608700200,016,2002,2007,berkeley sd 87,"berkeley school dist 87,berkeley sd 87",2621.34
1401608800200,016,2002,2007,bellwood sd 88,"bellwood school dist 88,bellwood sd 88",2753.36
1401608900200,016,2002,2007,maywood-melrose park-broadview 89,"maywood-melrose park-broadview-89,maywood-melrose park-broadview 89",5291.71
1401609000200,016,2002,2007,river forest sd 90,"river forest school dist 90,river forest sd 90",1296.27
1401609100200,016,2002,2007,forest park sd 91,"forest park school dist 91,forest park sd 91",959.74
1401609200200,016,2002,2007,lindop sd 92,"lindop school district 92,lindop sd 92",469.11
1401609250200,016,2002,2007,westchester sd 92-5,"westchester school dist 92-5,westchester sd 92-5",1006.88
1401609300200,016,2002,2007,hillside sd 93,"hillside school dist 93,hillside sd 93",488.12
1401609400200,016,2002,2007,komarek sd 94,"komarek school dist 94,komarek sd 94",428.56
1401609500200,016,2002,2007,brookfield lagrange park sd 95,"brookfield school dist 95,brookfield lagrange park s d 95,brookfield lagrange park sd 95",866.36
1401609600200,016,2002,2007,riverside sd 96,"riverside school dist 96,riverside sd 96",1212.23
1401609700200,016,2002,2007,oak park esd 97,"oak park elem school dist 97,oak park esd 97",4501.8
1401609800200,016,2002,2007,berwyn north sd 98,"berwyn north school dist 98,berwyn north sd 98",2918.19
1401609900200,016,2002,2007,cicero sd 99,"cicero school district 99,cicero sd 99",11710.63
1401610000200,016,2002,2007,berwyn south sd 100,"berwyn south school district 100,berwyn south sd 100",3408.53
1401610100200,016,2002,2007,western springs sd 101,"western springs school dist 101,western springs sd 101",1347.64
1401610200200,016,2002,2007,la grange sd 102,"la grange school dist 102,la grange sd 102",2614.85
1401610300200,016,2002,2007,lyons sd 103,"lyons school dist 103,lyons sd 103",2058.73
1401610400200,016,2002,2007,summit sd 104,"summit school dist 104,summit sd 104",1406.04
1401610500200,016,2002,2007,la grange sd 105 south,"la grange school dist 105 (south),la grange sd 105 south",1058
1401610600200,016,2002,2007,lagrange highlands sd 106,"lagrange highlands sch dist 106,lagrange highlands sd 106",810.04
1401610700200,016,2002,2007,pleasantdale sd 107,"pleasantdale school dist 107,pleasantdale sd 107",684.93
1401610800200,016,2002,2007,willow springs sd 108,"willow springs school dist 108,willow springs sd 108",296.5
1401610900200,016,2002,2007,indian springs sd 109,"indian springs school dist 109,indian springs sd 109",2605.92
1401611000200,016,2002,2007,central stickney sd 110,"central stickney sch dist 110,central stickney sd 110",413.75
1401611100200,016,2002,2007,burbank sd 111,"burbank school district 111,burbank sd 111",2977.39
14016113A0200,016,2002,2007,lemont-bromberek csd 113a,lemont-bromberek csd 113a,2385.31
1401611700200,016,2002,2007,north palos sd 117,"north palos school dist 117,north palos sd 117",2502.84
1401611800400,016,2002,2007,palos ccsd 118,"palos comm cons school dist 118,palos ccsd 118",1797.12
1401612200200,016,2002,2007,ridgeland sd 122,"ridgeland school district 122,ridgeland sd 122",1990.48
1401612300200,016,2002,2007,oak lawn-hometown sd 123,"oak lawn-hometown sch dist 123,oak lawn-hometown sd 123",2746.67
1401612400200,016,2002,2007,evergreen park esd 124,"evergreen pk elem sch dist 124,evergreen park esd 124",1704.46
1401612500200,016,2002,2007,atwood heights sd 125,"atwood heights district 125,atwood heights sd 125",614.69
1401612600200,016,2002,2007,alsip-hazlgrn-oaklwn sd 126,"alsip-hazlgrn-oaklwn s dist 126,alsip-hazlgrn-oaklwn sd 126",1445.95
1401612700200,016,2002,2007,worth sd 127,"worth school district 127,worth sd 127",870.25
1401612750200,016,2002,2007,chicago ridge sd 127-5,"chicago ridge school dist 127-5,chicago ridge sd 127-5",1117.87
1401612800200,016,2002,2007,palos heights sd 128,"palos heights school dist 128,palos heights sd 128",594.33
1401613000200,016,2002,2007,cook county sd 130,"cook county school dist 130,cook county sd 130",3431.5
1401613200200,016,2002,2007,calumet public sd 132,"calumet public schools dist 132,calumet public sd 132",1091.49
1401613300200,016,2002,2007,gen george patton sd 133,"gen geo patton school dist 133,gen george patton sd 133",344.92
1401613500200,016,2002,2007,orland sd 135,"orland school district 135,orland sd 135",5576.27
1401614000200,016,2002,2007,kirby sd 140,"kirby school dist 140,kirby sd 140",4034.39
1401614200200,016,2002,2007,forest ridge sd 142,"forest ridge school dist 142,forest ridge sd 142",1590.22
1401614300200,016,2002,2007,midlothian sd 143,"midlothian school dist 143,midlothian sd 143",1805.23
1401614350200,016,2002,2007,posen-robbins esd 143-5,"posen-robbins el sch dist 143-5,posen-robbins esd 143-5",1561.03
1401614400200,016,2002,2007,prairie-hills esd 144,"prairie-hills elem sch dist 144,prairie-hills esd 144",2815.13
1401614500200,016,2002,2007,arbor park sd 145,"arbor park school district 145,arbor park sd 145",1255.17
1401614600400,016,2002,2007,tinley park ccsd 146,"tinley park comm sch dist 146,tinley park comm cons sch dst 146,tinley park ccsd 146",2131.86
1401614700200,016,2002,2007,w harvey-dixmoor psd 147,"w harvey-dixmoor pub sch dist147,w harvey-dixmoor psd 147",1376.1
1401614800200,016,2002,2007,dolton sd 148,"dolton school district 148,dolton sd 148",2711.9
1401614900200,016,2002,2007,dolton sd 149,"dolton school district 149,dolton sd 149",3355.08
1401615000200,016,2002,2007,south holland sd 150,"south holland school dist 150,south holland sd 150",1109.31
1401615100200,016,2002,2007,south holland sd 151,"south holland school dist 151,south holland sd 151",1507.6
1401615200200,016,2002,2007,harvey sd 152,"harvey school district 152,harvey sd 152",2292.15
1401615250200,016,2002,2007,hazel crest sd 152-5,"hazel crest school dist 152-5,hazel crest sd 152-5",1007.01
1401615300200,016,2002,2007,homewood sd 153,"homewood school district 153,homewood sd 153",1894.34
1401615400200,016,2002,2007,thornton sd 154,"thornton school district 154,thornton sd 154",280.22
1401615450200,016,2002,2007,burnham sd 154-5,"burnham school district 154-5,burnham sd 154-5",203.56
1401615500200,016,2002,2007,calumet city sd 155,"calumet city school district 155,calumet city sd 155",1095.34
1401615600200,016,2002,2007,lincoln esd 156,"lincoln elem school dist 156,lincoln esd 156",1018.58
1401615700200,016,2002,2007,hoover-schrum memorial sd 157,hoover-schrum memorial sd 157,894.47
1401615800200,016,2002,2007,lansing sd 158,"lansing school district 158,lansing sd 158",2270.24
1401615900200,016,2002,2007,esd 159,"elem school district 159,esd 159",1733.63
1401616000200,016,2002,2007,country club hills sd 160,"country club hills sch dist 160,country club hills sd 160",1536.79
1401616100200,016,2002,2007,flossmoor sd 161,"flossmoor school district 161,flossmoor sd 161",2509.55
1401616200200,016,2002,2007,matteson esd 162,"matteson elem school dist 162,matteson esd 162",3156.15
1401616300200,016,2002,2007,park forest sd 163,"park forest school dist 163,park forest sd 163",1894.42
1401616700200,016,2002,2007,brookwood sd 167,"brookwood school dist 167,brookwood sd 167",1245.24
1401616800400,016,2002,2007,ccsd 168,"comm cons school dist 168,ccsd 168",1468.8
1401616900200,016,2002,2007,ford heights sd 169,"ford heights school district 169,ford heights sd 169",692
1401617000200,016,2002,2007,chicago heights sd 170,"chicago heights school dist 170,chicago heights sd 170",3079.67
1401617100200,016,2002,2007,sunnybrook sd 171,"sunnybrook school district 171,sunnybrook sd 171",1001.01
1401617200200,016,2002,2007,sandridge sd 172,"sandridge school district 172,sandridge sd 172",382.31
1401619400200,016,2002,2007,steger sd 194,"steger school district 194,steger sd 194",1502.9
1401620001300,016,2002,2007,oak park - river forest sd 200,"oak park & river forest dist 200,oak park - river forest sd 200",2636.75
1401620101700,016,2002,2007,j s morton hsd 201,"j s morton h s district 201,j s morton hsd 201",6794.18
1401620201700,016,2002,2007,evanston twp hsd 202,"evanston twp h s dist 202,evanston twp hsd 202",2922.13
1401620301700,016,2002,2007,new trier twp hsd 203,"new trier twp h s dist 203,new trier twp hsd 203",3904.11
1401620401700,016,2002,2007,lyons twp hsd 204,"lyons twp h s dist 204,lyons twp hsd 204",3462.79
1401620501700,016,2002,2007,thornton twp hsd 205,"thornton twp h s dist 205,thornton twp hsd 205",5915
1401620601700,016,2002,2007,bloom twp hsd 206,"bloom twp high sch dist 206,bloom twp hsd 206",2885.24
1401620701700,016,2002,2007,maine township hsd 207,"maine township h s dist 207,maine township hsd 207",6649.92
1401620801700,016,2002,2007,riverside-brookfield twp sd 208,"riverside brookfield twp dist 208,riverside-brookfield twp sd 208",1341.14
1401620901700,016,2002,2007,proviso twp hsd 209,"proviso twp h s dist 209,proviso twp hsd 209",3232.05
1401621001700,016,2002,2007,lemont twp hsd 210,"lemont twp h s dist 210,lemont twp hsd 210",1315.96
1401621101700,016,2002,2007,township hsd 211,"township h s dist 211,township hsd 211",12663.32
1401621201600,016,2002,2007,leyden chsd 212,"leyden comm h s dist 212,leyden chsd 212",3180.33
1401621401700,016,2002,2007,township hsd 214,"township high school dist 214,township hsd 214",11334.6
1401621501700,016,2002,2007,thornton fractional twp hsd 215,"thornton fractional t h s d 215,thornton fractional twp hsd 215",3115.45
1401621701600,016,2002,2007,argo chsd 217,"argo comm h s dist 217,argo chsd 217",1626
1401621801600,016,2002,2007,chsd 218,"community high school dist 218,chsd 218",4801.11
1401621901700,016,2002,2007,niles twp chsd 219,"niles twp comm high sch dist 219,niles twp chsd 219",4372.76
1401622001700,016,2002,2007,reavis twp hsd 220,"reavis twp h s dist 220,reavis twp hsd 220",1705.78
1401622501700,016,2002,2007,northfield twp hsd 225,"northfield twp high sch dist 225,northfield twp hsd 225",4357.99
1401622701700,016,2002,2007,rich twp hsd 227,"rich twp h s district 227,rich twp hsd 227",3750.67
1401622801600,016,2002,2007,bremen chsd 228,"bremen comm h s district 228,bremen chsd 228",4849.73
1401622901600,016,2002,2007,oak lawn chsd 229,"oak lawn comm h s dist 229,oak lawn chsd 229",1746.46
1401623001300,016,2002,2007,cons hsd 230,"cons high school district 230,cons hsd 230",8230.81
1401623101600,016,2002,2007,evergreen park chsd 231,"evergreen park comm hi sch d 231,evergreen park chsd 231",883.62
1401623301600,016,2002,2007,homewood flossmoor chsd 233,"homewood flossmoor c h s d 233,homewood flossmoor chsd 233",2646.21
1401623401600,016,2002,2007,ridgewood chsd 234,"ridgewood comm h s dist 234,ridgewood chsd 234",774.32
