district number,county,fy_min,fy_max,name,names,pop
4406301100200,063,1997,2000,spring grove school,spring grove school,545.39
4406301202600,063,1997,2019,johnsburg cusd 12,"johnsburg community,johnsburg c u school dist 12,johnsburg cusd 12",1632.91
4406301300300,063,1997,2000,richmond consolidate,"richmond consolidate,richmond con grade s",776.27
4406301500400,063,1997,2019,mchenry ccsd 15,"mchenry community co,mchenry c c school dist 15,mchenry ccsd 15",3786.28
4406301800400,063,1997,2019,riley ccsd 18,"riley consolidated s,riley community cons,riley c c school dist 18,riley ccsd 18",283.23
4406301902400,063,1997,2019,alden hebron sd 19,"alden-hebron comm co,alden-hebron comm. c,alden hebron school dist 19,alden hebron sd 19",357.19
4406302600400,063,1997,2019,cary ccsd 26,"cary comm. consolida,cary community conso,cary comm cons sdist,cary,cary c c school dist 26,cary ccsd 26",2279.71
4406303600200,063,1997,2019,harrison sd 36,"harrison elementary,harrison school district 36,harrison sd 36",350.28
4406304600300,063,1997,2019,prairie grove csd 46,"prairie grove commun,prairie grove c sch dist 46,prairie grove csd 46",626.8
4406304700400,063,1997,2019,crystal lake ccsd 47,"crystal lake communi,crystal lake c c sch dist 47,crystal lake ccsd 47",6863.06
4406305002600,063,1997,2019,harvard cusd 50,"harvard community un,harvard c u school dist 50,harvard cusd 50",2514.66
4406315401600,063,1997,2019,marengo chsd 154,"marengo community hi,marengo chsd 154,marengo comm hs dist 154",609.65
4406315501600,063,1997,2019,chsd 155,"community high schoo,community high school dist 155,chsd 155",5565.39
4406315601600,063,1997,2019,mchenry chsd 156,"mchenry community hi,mchenry comm h s dist 156,mc henry chsd 156,mchenry chsd 156",1938.08
4406315701600,063,1997,2019,richmond-burton chsd 157,"richmond/burton comm,richmond-burton comm h sc d 157,richmond-burton chsd 157",576.47
4406315802200,063,1997,2019,huntley comm sch dist 158,"huntley consolidated,consolidated school,huntley cons school dist 158,consolidated school district 158,consolidted sd 158,cons sd 158,huntley comm sch dist 158",8569.39
4406316500300,063,1997,2019,marengo-union e cons d 165,"marengo-union elemen,marengo-union elem cons dist 165,marengo-union e cons d 165",940.49
4406320002600,063,1997,2019,woodstock cusd 200,"woodstock community,woodstock c u school dist 200,woodstock cusd 200",5582.87
4506700302600,067,1997,2019,valmeyer cusd 3,"valmeyer cu sch,valmeyer c u s d,valmeyer community u,valmeyer comm unit sch dist 3,valmeyer cusd 3",389.51
4506700402600,067,1997,2019,columbia cusd 4,"columbia community u,columbia comm unit sch dist 4,columbia cusd 4",1848.32
4506700502600,067,1997,2019,waterloo cusd 5,"waterloo community u,waterloo comm unit sch dist 5,waterloo cusd 5",2612.28
4507900102200,079,1997,2019,coulterville usd 1,"coulterville unit sc,coulterville unit di,coulterville unit school dist 1,coulterville usd 1",187.29
4507912201900,079,1997,2019,chester n hsd 122,"chester non high sch,chester nhsd 122,chester non-high sch,chester n h school dist 122,chester n hsd 122",NA
4507913202600,079,1997,2019,red bud cusd 132,"red bud community un,red bud c u school dist 132,red bud cusd 132",941.96
4507913400400,079,1997,2019,prairie du rocher ccsd 134,"prairie du rocher co,prairie du rocher c c s d 134,prairie du rocher ccsd 134",134.73
4507913802600,079,1997,2019,steeleville cusd 138,"steeleville communit,steeleville c u sch dist 138,steeleville cusd 138",383.71
4507913902600,079,1997,2019,chester cusd 139,"chester cu sch,chester community un,chester comm unit sch dist 139,chester cusd 139",885.24
4507914002600,079,1997,2019,sparta cusd 140,"sparta community uni,sparta community sch,sparta c u school dist 140,sparta cusd 140",1064.06
4600500102600,005,1997,2014,brown county cusd 1,"brown county communi,brown county c u sch dist 1,brown county cusd 1",649.46
4600901502600,009,1997,2014,beardstown cusd 15,"beardstown community,beardstown cusd #15,beardstown c u sch dist 15,beardstown cusd 15",1390.59
4600906402600,009,1997,2014,virginia cusd 64,"virginia cusd #64,virginia c u sch dist 64,virginia cusd 64",263.33
4600926202600,009,1997,2014,a-c central cusd 262,"ashland-chandlervill,a-c central communit,a c central cusd 262,a-c central cusd 262",454.87
4606900102600,069,1997,2014,franklin cusd 1,"franklin community u,franklin c u school district 1,franklin cusd 1",276.21
4606900602600,069,1997,2014,waverly cusd 6,"waverly community un,waverly c u school dist 6,waverly cusd 6",357.47
4606901102600,069,1997,2014,meredosia-chambersburg cusd 11,"meredosia-chambersbu,meredosia-chambersburg cusd 11",226.54
4606902702600,069,1997,2014,triopia cusd 27,"community unit schoo,triopia,triopia c u school district 27,triopia cusd 27",357.52
4606911702200,069,1997,2014,jacksonville sd 117,"jacksonville school,jacksonville school dist 117,jacksonville sd 117",3176.41
4608600102600,086,1997,2014,winchester cusd 1,"community unit schoo,winchester c u sch dist 1,winchester cusd 1",592.7
4608600202600,086,1997,2014,scott-morgan cusd 2,"scott - morgan commu,scott-morgan communi,community unit schoo,scott-morgan c u school dist 2,scott-morgan cusd 2",213.97
4705200800200,052,1997,2013,nelson public sd no 8,"nelson school distri,nelson public school dist 8,nelson elem school dist 8,nelson esd 8,nelson public sd no 8",39.86
4705217002200,052,1997,2019,dixon usd 170,"dixon public schools,dixon unit school dist 170,dixon usd 170",2444.1
4705222000200,052,1997,2019,steward esd 220,"steward elementary,steward elem school dist 220,steward esd 220",66.28
4705227102600,052,1997,2019,paw paw cusd 271,"lee center community,lee center c u school dist 271,paw paw cusd 271",161.17
4705227202600,052,1997,2019,amboy cusd 272,"amboy community unit,amboy unit community,amboy cusd 272,amboy comm unit school dist 272",644.96
4705227502600,052,1997,2019,ashton-franklin center cusd 275,"ashton community uni,ashton comm unit sch dist 275,ashton-franklin center cusd 275",436.05
4707114400300,071,1997,2019,kings cons sd 144,"kings community cons,kings con sch dist,kings consolidated s,kings consolidated sch dist 144,kings cons sd 144",84.75
4707116100400,071,1997,2019,creston ccsd 161,"creston community co,creston ccsd 161,creston comm cons school dist 161",82.32
4707121201700,071,1997,2019,rochelle twp hsd 212,"rochelle,rochelle twp high sch dist 212,rochelle twp hsd 212",779
4707122002600,071,1997,2019,oregon cusd 220,"oregon community uni,oregon c u school dist-220,oregon cusd 220",1251.06
4707122102600,071,1997,2019,forrestville valley cusd 221,"forrestville valley,forrestville valley c u s d 221,forrestville valley cusd 221",738.67
4707122202600,071,1997,2019,polo cusd 222,"polo community unit,polo comm unit school dist 222,polo cusd 222",534.72
4707122302600,071,1997,2019,meridian cusd 223,"meridian community u,meridian c u sch dist 223,meridian cusd 223",1533.58
4707122602600,071,1997,2019,byron cusd 226,"byron community unit,byron comm unit school dist 226,byron cusd 226",1479.4
4707123100400,071,1997,2019,rochelle ccsd 231,"rochelle comm cons,rochelle community c,rochelle comm cons dist 231,rochelle ccsd 231",1365.29
4707126900400,071,1997,2019,eswood ccsd 269,"eswood community con,eswood c c district 269,eswood ccsd 269",67.33
4709800102600,098,2015,2019,erie cusd 1,erie cusd 1,601.86
4709800202600,098,2015,2019,river bend cusd 2,river bend cusd 2,865.86
4709800302600,098,2015,2019,prophetstown-lyndon-tampico cusd3,prophetstown-lyndon-tampico cusd3,615.14
4709800502600,098,2015,2019,sterling cusd 5,sterling cusd 5,2998.95
4709800602600,098,2015,2019,morrison cusd 6,morrison cusd 6,873.56
4709801300200,098,2015,2019,rock falls esd 13,rock falls esd 13,958.03
4709802000200,098,2015,2019,east coloma - nelson cesd 20,east coloma - nelson cesd 20,229.74
4709814500400,098,2015,2019,montmorency ccsd 145,montmorency ccsd 145,216.28
4709830101700,098,2015,2019,rock falls twp hsd 301,rock falls twp hsd 301,602.04
4807206200200,072,1997,2019,pleasant valley sd 62,"pleasant valley scho,pleasant valley sch dist 62,pleasant valley sd 62",409.16
4807206300200,072,1997,2019,norwood esd 63,"norwood,norwood elem school dist 63,norwood esd 63",384.67
4807206600200,072,1997,2019,bartonville sd 66,"bartonville public s,bartonville school dist 66,bartonville sd 66",211.63
4807206800200,072,1997,2019,oak grove sd 68  bartonville,"oak grove,oak grove school,oak grove school dist 68,oak grove sd 68,oak grove sd 68  bartonville",247.71
4807206900200,072,1997,2019,pleasant hill sd 69,"pleasant hill,pleasant hill school,pleasant hill school dist 69,pleasant hill sd 69",204.78
4807207000200,072,1997,2019,monroe sd 70,"monroe school,monroe school dist 70,monroe sd 70",273.4
4807215002500,072,1997,2019,peoria sd 150,"board of education o,peoria school district 150,peoria sd 150",10970.04
4807226502600,072,1998,2019,farmington central cusd 265,"farmington central c,farmington central c u s d 265,farmington central cusd 265",1222.15
4807230902600,072,1997,2019,brimfield cusd 309,"brimfield community,brimfield c u school dist 309,brimfield cusd 309",605.06
4807231001600,072,1997,2019,limestone chsd 310,"limestone community,limestone comm high sch dist 310,limestone chsd 310",840.79
4807231600400,072,1997,2019,limestone walters ccsd 316,"limestone-walters,limestone walters c c s dist 316,limestone walters ccsd 316",178.54
4807232102600,072,1997,2019,il valley central usd 321,"illinois valley cent,il valley central unit dist 321,il valley central usd 321",1942.72
4807232202600,072,1997,2019,elmwood cusd 322,"elmwood community un,elmwood c u school district 322,elmwood cusd 322",633.29
4807232302600,072,1997,2019,dunlap cusd 323,"dunlap community uni,dunlap c u school dist 323,dunlap cusd 323",4010.09
4807232502600,072,1997,2019,peoria heights cusd 325,"peoria heights commu,peoria hghts c u sch dist 325,peoria heights cusd 325",651.57
4807232602600,072,1997,2019,princeville cusd 326,"princeville communit,princeville c u sch dist 326,princeville cusd 326",660.28
4807232702600,072,1997,2019,illini bluffs cusd 327,"illini bluffs unit s,illini bluffs commun,illini bluffs cu sch dist 327,illini bluffs cusd 327",860.63
4807232800300,072,1997,2019,hollis cons sd 328,"hollis consolidated,hollis cons school dist 328,hollis cons sd 328",142.15
4908102900200,081,1997,2019,hampton sd 29,"hampton community gr,hampton school district 29,hampton sd 29",207.9
4908103001700,081,1997,2019,united twp hsd 30,"united township high,united twp hs district 30,united twp hsd 30",1327.34
4908103400200,081,1997,2019,silvis sd 34,"silvis school,silvis school distri,silvis school district 34,silvis sd 34",566.4
4908103600200,081,1997,2019,carbon cliff-barstow sd 36,"carbon cliff-barstow,carbon cliff-barstow sch dist 36,carbon cliff-barstow sd 36",258.92
4908103700200,081,1997,2019,east moline sd 37,"east moline public s,east moline school district 37,east moline sd 37",2526.43
4908104002200,081,1997,2019,moline-coal valley cusd 40,"moline school distri,moline unit school district 40,moline usd 40,moline-coal valley cusd 40",6700.85
4908104102500,081,1997,2019,rock island sd 41,"rock island,rock island school d,rock island school district 41,rock island sd 41",5283.11
4908110002600,081,1997,2019,riverdale cusd 100,"riverdale community,riverdale c u school dist 100,riverdale cusd 100",1095.12
4908120002600,081,1997,2019,sherrard cusd 200,"sherrard community u,sherrard comm unit sch dist 200,sherrard cusd 200",1293.9
4908130002600,081,1997,2019,rockridge cusd 300,"rockridge community,rockridge c u school dist 300,rockridge cusd 300",1059.09
5008200902600,082,1997,2019,lebanon cusd 9,"lebanon community un,lebanon comm unit sch dist 9,lebanon cusd 9",519.96
5008201902600,082,1997,2019,mascoutah cud 19,"mascoutah community,mascoutah c u district 19,mascoutah cud 19",3719.05
5008203000300,082,1997,2019,st libory cons sd 30,"st libory consolidat,st libory cons sch dist 30,st libory cons sd 30",61.39
5008204002600,082,1997,2019,marissa cusd 40,"marissa community un,marissa c u sch dist 40,marissa cusd 40",481.16
5008206002600,082,1997,2019,new athens cusd 60,"new athens community,new athens c u school dist 60,new athens cusd 60",471.52
5008207000400,082,1997,2019,freeburg ccsd 70,"freeburg community c,freeburg ccsd 70,freeburg c c school dist 70",688.75
5008207701600,082,1997,2019,freeburg chsd 77,"freeburg community h,freeburg comm h s dist 77,freeburg chsd 77",616.62
5008208500200,082,1997,2019,shiloh village sd 85,"shiloh community sch,shiloh village schoo,shiloh village school dist 85,shiloh village sd 85",507.71
5008209000400,082,1997,2019,o fallon ccsd 90,"o'fallon community c,o fallon c c school dist 90,o fallon ccsd 90",3401.95
5008210400200,082,1997,2019,central sd 104,"central school,central school dist 104,central sd 104",533.49
5008210500200,082,1997,2019,pontiac-w holliday sd 105,"pontiac-william holl,pontiac - william ho,pontiac/william holl,pontiac-w holliday sch dist 105,pontiac-w holliday sd 105",660.85
5008211000400,082,1997,2019,grant ccsd 110,"grant community cons,grant comm cons sch dist 110,grant ccsd 110",530.68
5008211300200,082,1997,2019,wolf branch sd 113,"wolf branch school,wolf branch sch dist 113,wolf branch sd 113",720.9
5008211500200,082,1997,2019,whiteside sd 115,"whiteside school,whiteside school dist 115,whiteside sd 115",1143.21
5008211600200,082,1997,2019,high mount sd 116,"high mount school,high mount school dist 116,high mount sd 116",372.6
5008211800200,082,1997,2019,belleville sd 118,"belleville school,belleville public sc,belleville school dist 118,belleville sd 118",3471.78
5008211900200,082,1997,2019,belle valley sd 119,"belle valley school,belle valley school dist 119,belle valley sd 119",982.61
5008213000400,082,1997,2019,smithton ccsd 130,"smithton community c,smithton c c school dist 130,smithton ccsd 130",505.99
5008216000400,082,1997,2019,millstadt ccsd 160,"millstadt consolidat,millstadt ccsd 160,millstadt c c  sch dist 160",702.17
5008217500200,082,1997,2019,harmony emge sd 175,"harmony-emge,harmony emge school dist 175,harmony emge sd 175",707.54
5008218100200,082,1997,2019,signal hill sd 181,"signal hill school d,signal hill sch dist 181,signal hill sd 181",310.85
5008218702600,082,1997,2019,cahokia cusd 187,"cahokia community un,cahokia comm unit sch dist 187,cahokia cusd 187",2878.6
5008218802200,082,1997,2019,brooklyn ud 188,"brooklyn unit school,brooklyn unit district 188,brooklyn ud 188",142.68
5008218902200,082,1997,2019,east st louis sd 189,"east st. louis schoo,east st louis school dist 189,east st louis sd 189",4500.09
5008219602600,082,1997,2019,dupo cusd 196,"dupo community unit,dupo comm unit sch district 196,dupo cusd 196",884.74
5008220101700,082,1997,2019,belleville twp hsd 201,"belleville township,belleville twp hs dist 201,belleville twp hsd 201",3962.38
5008220301700,082,1997,2019,o fallon twp hsd 203,"o'fallon township hi,o fallon twp high sch dist 203,o fallon twp hsd 203",2237.46
5106520002600,065,2015,2019,greenview cusd 200,greenview cusd 200,190.65
5106520202600,065,2015,2019,porta cusd 202,porta cusd 202,1008.09
5106521302600,065,2015,2019,athens cusd 213,athens cusd 213,915.92
5108400102600,084,1997,2019,tri city cusd 1,"tri city cusd #1,tri-city cusd #1,tri city comm unit sch dist 1,tri city cusd 1",485.86
51084003A2600,084,1997,2019,rochester cusd 3a,"rochester community,rochester comm unit sch dist 3a,rochester cusd 3a",2095.44
5108400502600,084,1997,2019,ball chatham cusd 5,"ball-chatham communi,ball chatham c u school dist 5,ball chatham cusd 5",4364.36
5108400802600,084,1997,2019,pleasant plains cusd 8,"pleasant plains cusd,pleasant plains c u school dist 8,pleasant plains cusd 8",1152.18
5108401002600,084,1997,2019,auburn cusd 10,"auburn,auburn comm unit school dist 10,auburn cusd 10",1168.82
5108401102600,084,1997,2019,pawnee cusd 11,"pawnee cusd #11,pawnee cusd 11,pawnee comm unit school dist 11",514.85
5108401202600,084,1997,2003,illiopolis c u school dist 12,"illiopolis community,illiopolis c u school dist 12",240.37
5108401302600,084,1997,2007,divernon cusd 13,"divernon cu school d,divernon,divernon c u school dist 13,divernon cusd 13",221.4
5108401402600,084,1997,2019,riverton cusd 14,"riverton cusd 14,riverton cusd #14,riverton c u school dist 14",1071.61
5108401502600,084,1997,2019,williamsville cusd 15,"williamsville c u,williamsville cu s d,wmsville cusd 15,williamsville commun,williamsville c u school dist 15,williamsville cusd 15",1406.65
5108401602600,084,1997,2019,new berlin cusd 16,"new berlin community,community unit school dist 16,new berlin cusd 16",866.76
5108418602500,084,1997,2019,springfield sd 186,"springfield public s,springfield school district 186,springfield sd 186",11911.3
5306012602600,060,2015,2019,havana cusd 126,havana cusd 126,873.35
5306018902600,060,2015,2019,illini central cusd 189,illini central cusd 189,640.53
5306019102600,060,2015,2019,midwest central cusd 191,midwest central cusd 191,847.64
5309005000200,090,1997,2019,district 50 schools,district 50 schools,644.33
5309005100200,090,1997,2019,central sd 51,"central grade school,central school distr,central school district 51,central sd 51",1279.26
5309005200200,090,1997,2019,washington sd 52,"washington grade sch,washington school dist 52,washington sd 52",878.67
5309007600200,090,1997,2019,creve coeur sd 76,"creve coeur,creve coeur school district 76,creve coeur sd 76",509.59
5309008500200,090,1997,2019,robein sd 85,"robein grade school,robein school district 85,robein sd 85",153.4
5309008600200,090,1997,2019,east peoria sd 86,"east peoria elementa,east peoria school district 86,east peoria sd 86",1421.85
5309009800200,090,1997,2019,rankin csd 98,"rankin community gra,rankin community school dist 98,rankin csd 98",193.15
5309010200200,090,1997,2019,n pekin & marquette hght sd 102,"north pekin-marquett,n pekin & marquette hght s d 102,n pekin & marquette hght sd 102",474.75
5309010800200,090,1997,2019,pekin psd 108,"pekin public schools,pekin public school dist 108,pekin psd 108",3221.92
5309013700200,090,1997,2019,south pekin sd 137,"south pekin grade sc,south pekin school dist 137,south pekin sd 137",195.77
5309030301600,090,1997,2019,pekin csd 303,"pekin community high,pekin comm h s dist 303,pekin csd 303",1604.25
5309030801600,090,1997,2019,washington chsd 308,"washington community,washington comm h s dist 308,washington chsd 308",1244.36
5309030901600,090,1997,2019,east peoria chsd 309,"east peoria communit,east peoria comm h s dist 309,east peoria chsd 309",843.05
5309060600400,090,1997,2019,spring lake ccsd 606,"spring lake communit,spring lake c c sch dist 606,spring lake ccsd 606",46.34
5309070102600,090,1997,2019,deer creek-mackinaw cusd 701,"deer creek mackinaw,deer creek-mackinaw cusd 701",952.61
5309070202600,090,1997,2019,tremont cusd 702,"tremont community un,tremont comm unit dist 702,tremont cusd 702",948.34
5309070302600,090,1997,2019,delavan cusd 703,"delavan community un,delavan comm unit dist 703,delavan cusd 703",445.9
5309070902600,090,1997,2019,morton cusd 709,"morton community uni,morton c u school district 709,morton cusd 709",2865.93
5310200100400,102,2015,2019,metamora ccsd 1,metamora ccsd 1,830.78
5310200200400,102,2015,2019,riverview ccsd 2,riverview ccsd 2,207.54
5310200602600,102,2015,2019,fieldcrest cusd 6,fieldcrest cusd 6,853.57
5310201102600,102,2015,2019,el paso-gridley cusd 11,el paso-gridley cusd 11,1079.29
5310202102600,102,2015,2019,lowpoint-washburn cusd 21,lowpoint-washburn cusd 21,293.57
5310206002600,102,2015,2019,roanoke benson cusd 60,roanoke benson cusd 60,453.72
5310206900200,102,2015,2019,germantown hills sd 69,germantown hills sd 69,790.09
5310212201700,102,2015,2019,county of woodford school,county of woodford school,943.81
5310214002600,102,2015,2019,eureka cud 140,eureka cud 140,1485.79
5409200102600,092,1997,2019,bismarck henning cusd,"bismarck-henning com,bismarck henning c u school dist,bismarck henning cusd",555.98
5409200202600,092,1997,2019,westville cusd 2,"westville community,westville c u school dist 2,westville cusd 2",1172.22
5409200402600,092,1997,2019,georgetown-ridge farm cud 4,"georgetown ridgefarm,georgetown-ridge farm c u d 4,georgetown-ridge farm cud 4",839.09
5409200502600,092,1997,2015,catlin cusd 5,"catlin community uni,catlin cusd 5,catlin c u  sch dist 5",487.24
5409200702600,092,1997,2019,rossville-alvin cusd 7,"rossville-alvin comm,rossville - alvin co,rossville-alvin cu sch dist 7,rossville-alvin cusd 7",267.99
5409201002600,092,1997,2019,potomac cusd 10,"potomac community un,potomac c u sch dist 10,potomac cusd 10",146.18
5409201102600,092,1997,2019,hoopeston area cusd 11,"hoopeston  area comm,hoopeston area commu,hoopeston area c u sch dist 11,hoopeston area cusd 11",1066.9
5409201202600,092,1997,2015,jamaica cusd 12,"jamaica community un,jamaica c u school dist 12,jamaica cusd 12",339.63
5409206100300,092,1997,2019,armstrong-ellis cons sd 61,"armstrong-ellis,armstrong-ellis cons sch dist 61,armstrong-ellis cons sd 61",70.68
5409207602600,092,1997,2019,oakwood cusd 76,"oakwood community un,oakwood comm unit dist #76,oakwood cusd 76",882.85
5409211802400,092,1997,2019,danville ccsd 118,"danville community c,danville ccsd 118,danville c c school dist 118",4509.48
5409222501700,092,1997,2019,armstrong twp hsd 225,"armstrong township h,armstrong twp hs dist 225,armstrong twp hsd 225",121.04
5409251202600,092,2016,2019,salt fork cusd 512,salt fork cusd 512,834.66
5509800102600,098,1997,2014,erie cusd 1,"erie community unit,erie,erie comm unit sch dist 1,erie cusd 1",585.01
5509800202600,098,1997,2014,river bend cusd 2,"river bend community,river bend comm unit dist 2,river bend cusd 2",879.15
5509800302600,098,1997,2014,prophetstown-lyndon-tampico cusd3,"prophetstown-lyndon-,prophetstown-lyndon-tampico cusd3",778.79
5509800502600,098,1997,2014,sterling cusd 5,"sterling schools-com,sterling c u dist 5,sterling cusd 5",2957
5509800602600,098,1997,2014,morrison cusd 6,"morrison community u,morrison comm unit sch dist 6,morrison cusd 6",997.08
5509801200200,098,1997,2013,east coloma sd 12,"east coloma school,east coloma school dist 12,east coloma sd 12",227.04
5509801300200,098,1997,2014,rock falls esd 13,"rock falls elementar,rock falls elementary sch dist 13,rock falls esd 13",1060.52
5509801400200,098,1997,2012,riverdale sd 14,"riverdale school,riverdale elementary,riverdale school dis,riverdale school dist 14,riverdale sd 14",58.48
5509802000200,098,2014,2014,east coloma - nelson cesd 20,east coloma - nelson cesd 20,264.1
5509814500400,098,1997,2014,montmorency ccsd 145,"montmorency communit,montmorency c c sch dist 145,montmorency ccsd 145",294.1
5509830101700,098,1997,2014,rock falls twp hsd 301,"rock falls township,rock falls twp h s dist 301,rock falls twp hsd 301",599.69
5609901700200,099,1997,2019,channahon sd 17,"channahon school dis,channahon school district 17,channahon sd 17",1159.81
56099030C0400,099,1997,2019,troy ccsd 30c,"troy community conso,troy comm cons sch dist 30c,troy ccsd 30c",3801.48
56099033C0400,099,1997,2019,homer ccsd 33c,"homer comm cons sch,homer community cons,homer comm cons sch dist 33c,homer ccsd 33c",3576.83
56099070C0400,099,1997,2019,laraway ccsd 70c,"laraway communtiy co,laraway community co,laraway c c school dist 70c,laraway ccsd 70c",416.86
5609908100200,099,1997,2019,union sd 81,"union school distric,union school dist 81,union sd 81",98.99
5609908400200,099,1997,2019,rockdale sd 84,"rockdale public scho,rockdale sd 84,rockdale school district 84",256.2
5609908600500,099,1997,2019,joliet psd 86,"joliet public school,joliet school dist 86,joliet public sch dist 86,joliet psd 86",10038.7
5609908800200,099,1997,2019,chaney-monge sd 88,"chaney-monge,chaney monge,chaney-monge sch district 88,chaney-monge sd 88",374.53
56099088A0200,099,1997,2019,richland gsd 88a,"richland school,richland school dist,richland grade schoo,richland school dist 88a,richland grade school dist 88a,richland gsd 88a",813.96
5609908900200,099,1997,2019,fairmont sd 89,"fairmont school dist,fairmont school district 89,fairmont sd 89",301.26
5609909000200,099,1997,2019,taft sd 90,"taft,taft school dist,taft sd 90,taft school district 90",238.42
5609909100200,099,1997,2019,lockport sd 91,"lockport township sc,lockport school dist 91,lockport sd 91",525.02
5609909200200,099,1997,2019,will county sd 92,"will county school,will county school d,will county school district 92,will county sd 92",1389.34
5609911400200,099,1997,2019,manhattan sd 114,"manhattan school,manhattan grade scho,manhattan  grade  sc,manhattan school dist 114,manhattan sd 114",1426.69
5609912200200,099,1997,2019,new lenox sd 122,"new lenox school dis,new lenox school dist 122,new lenox sd 122",4734.79
56099157C0400,099,1997,2019,frankfort ccsd 157c,"frankfort community,frankfort ccsd 157c,frankfort c c sch dist 157c",2381.7
5609915900200,099,1997,2019,mokena sd 159,"mokena school,mokena public school,mokena  public schoo,mokena school dist 159,mokena sd 159",1211.54
5609916100200,099,1997,2019,summit hill sd 161,"summit hill school d,summit hill school dist 161,summit hill sd 161",2671.38
56099200U2600,099,1997,2019,beecher cusd 200u,"beecher c u sch,beecher community un,beecher c u sch dist 200u,beecher cusd 200u",961.12
56099201U2600,099,1997,2019,crete monee cusd 201u,"crete-monee school d,crete monee c u school dist 201u,crete monee cusd 201u",4109.82
5609920202200,099,1997,2019,plainfield sd 202,"plainfield community,plainfield school dist 202,plainfield sd 202",23278.24
5609920300400,099,1997,2019,elwood ccsd 203,"elwood community con,elwood c c sch dist 203,elwood ccsd 203",286.28
5609920401700,099,1997,2019,joliet twp hsd 204,"joliet township high,joliet twp high sd 2,joliet twp hs dist 204,joliet twp hsd 204",5660.26
5609920501700,099,1997,2019,lockport twp hsd 205,"lockport township hi,lockport twp hs 205,lockport twp hs dist 205,lockport twp hsd 205",3580.26
56099207U2600,099,1997,2019,peotone cusd 207u,"peotone communtiy pu,peotone community pu,peotone c u sch dist,peotone community sc,peotone c u sch dist 207u,peotone cusd 207u",1293.92
56099209U2600,099,1997,2019,wilmington cusd 209u,"wilmington cu sch,wilmington community,wilmington cusd 209u,wilmington c u sch dist 209u",1101.73
5609921001600,099,1997,2019,lincoln way chsd 210,"lincoln-way communit,lincoln way chsd 210,lincoln way comm h s dist 210",6582.91
56099255U2600,099,1997,2019,reed custer cusd 255u,"reed-custer communit,reed custer c u sch dist 255u,reed custer cusd 255u",1300.35
56099365U2600,099,1997,2019,valley view cusd 365u,"valley view communit,valley view public s,valley view cusd #365u,valley view cusd 365u",14729.3
